#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 03 21 11 04 360  8.0  9.0   0.7     3    MM  MM 1008.8  -2.0   4.3    MM  0.4   MM    MM
2016 03 21 10 04 350  9.0 11.0   0.8     3    MM  MM 1008.8  -1.6   4.3    MM  0.5   MM    MM
2016 03 21 08 04 360  7.0  8.0   0.4     3    MM  MM 1011.2  -1.5   4.4    MM  1.2   MM    MM
2016 03 21 07 04  20  4.0  5.0   0.4     5    MM  MM 1012.8  -1.3   4.5    MM  1.0   MM    MM
2016 03 21 06 04  50  4.0  5.0   0.4     5    MM  MM 1013.2  -1.1   4.6    MM  1.1   MM    MM
2016 03 21 05 04  30  2.0  4.0   0.4     3    MM  MM 1014.9   0.0   4.6    MM  1.6   MM    MM
2016 03 21 04 04 160  2.0  3.0   0.4     5    MM  MM 1016.2   0.0   4.6    MM  1.6   MM    MM
2016 03 21 03 04 110  2.0  3.0   0.4     4    MM  MM 1016.8   0.0   4.6    MM  1.6   MM    MM
2016 03 21 02 04 120  4.0  5.0   0.4     4    MM  MM 1017.9  -0.1   4.6    MM  1.6   MM    MM
2016 03 21 01 04 130  4.0  5.0   0.4     5    MM  MM 1018.4  -0.3   4.6    MM  1.6   MM    MM
2016 03 21 00 04 130  4.0  5.0   0.4     4    MM  MM 1018.7  -0.6   4.6    MM  1.6   MM    MM
2016 03 20 23 04 110  5.0  6.0   0.3     5    MM  MM 1018.6  -0.8   4.8    MM  1.6   MM    MM
2016 03 20 22 04 130  4.0  5.0   0.5     5    MM  MM 1019.5  -0.8   4.6    MM  1.6   MM    MM
2016 03 20 21 04 130  4.0  6.0   0.5     4    MM  MM 1020.3  -1.1   4.8    MM  1.6   MM    MM
2016 03 20 20 04 110  4.0  6.0   0.5     5    MM  MM 1021.0  -1.1   4.7    MM  1.6   MM    MM
2016 03 20 19 04 100  4.0  6.0   0.5     4    MM  MM 1021.5  -1.5   4.7    MM  1.6   MM    MM
2016 03 20 18 04  90  4.0  6.0   0.6     5    MM  MM 1022.1  -1.8   4.6    MM  1.6   MM    MM
2016 03 20 17 04  80  4.0  5.0   0.7     5    MM  MM 1023.0  -2.1   4.7    MM  1.6   MM    MM
2016 03 20 16 04  40  4.0  6.0   0.7     5    MM  MM 1023.5  -2.3   4.6    MM  1.6   MM    MM
2016 03 20 15 04  40  5.0  7.0   0.9     5    MM  MM 1024.2  -2.4   4.6    MM  1.6   MM    MM
2016 03 20 14 04  40  7.0  9.0   0.9     4    MM  MM 1023.9  -2.3   4.5    MM  1.6   MM    MM
2016 03 20 13 04  40  7.0 10.0   0.9     4    MM  MM 1023.8  -2.2   4.5    MM  1.6   MM    MM
2016 03 20 12 04  50  7.0 10.0   0.7     4    MM  MM 1024.0  -1.9   4.5    MM  1.6   MM    MM
2016 03 20 08 04  20  7.0  9.0   0.9     4    MM  MM 1022.3  -1.7   4.5    MM  1.6   MM    MM
2016 03 20 07 04  10  8.0 10.0   0.9     4    MM  MM 1022.0  -1.4   4.5    MM  1.6   MM    MM
2016 03 20 06 04 360  9.0 11.0   0.9     4    MM  MM 1021.8  -1.3   4.5    MM  1.6   MM    MM
2016 03 20 05 04 360  9.0 11.0   0.9     4    MM  MM 1021.3  -1.1   4.5    MM  1.6   MM    MM
2016 03 20 04 04  10  9.0 11.0   0.9     3    MM  MM 1020.7  -0.5   4.6    MM  1.6   MM    MM
2016 03 20 03 04  10 10.0 11.0   0.6     3    MM  MM 1020.2   0.4   4.6    MM  1.6   MM    MM
2016 03 20 02 04 330  8.0 10.0   0.6     3    MM  MM 1019.5   1.5   4.7    MM  1.6   MM    MM
2016 03 20 01 04 300  7.0  9.0   0.6     3    MM  MM 1018.9   2.1   4.7    MM  1.6   MM    MM
2016 03 20 00 04 300  8.0  9.0   0.6     3    MM  MM 1018.1   2.6   4.7    MM  1.6   MM    MM
2016 03 19 23 04 300  7.0  9.0   0.6     3    MM  MM 1017.1   3.3   4.8    MM  1.6   MM    MM
2016 03 19 22 04 300  8.0  9.0   0.6     3    MM  MM 1016.1   3.7   4.9    MM  1.5   MM    MM
2016 03 19 21 04 310  7.0  9.0   0.6     3    MM  MM 1015.9   3.7   4.9    MM  1.6   MM    MM
2016 03 19 20 04 320  7.0  8.0   0.6     3    MM  MM 1015.7   3.3   4.8    MM  1.6   MM    MM
2016 03 19 19 04 300  8.0 10.0   0.5     3    MM  MM 1015.7   2.6   4.8    MM  1.5   MM    MM
2016 03 19 18 04 300  5.0  7.0   0.7    11    MM  MM 1016.3   1.8   4.8    MM  1.6   MM    MM
2016 03 19 17 04 290  5.0  6.0   0.3     2    MM  MM 1016.7   0.7   4.8    MM  1.6   MM    MM
2016 03 19 16 04 280  3.0  5.0   0.4     2    MM  MM 1017.1  -0.6   4.7    MM  1.6   MM    MM
2016 03 19 15 04 300  4.0  6.0   0.5     3    MM  MM 1017.5  -1.5   4.7    MM  1.6   MM    MM
2016 03 19 14 04 300  6.0  8.0   0.6     3    MM  MM 1017.7  -1.8   4.6    MM  1.6   MM    MM
2016 03 19 13 04 300  7.0  9.0   0.7     3    MM  MM 1017.6  -2.1   4.6    MM  1.6   MM    MM
2016 03 19 12 04 290  8.0 10.0   0.7     3    MM  MM 1017.2  -2.1   4.6    MM  1.6   MM    MM
2016 03 19 11 04 300  9.0 12.0   0.7     3    MM  MM 1017.0  -1.8   4.7    MM  1.6   MM    MM
2016 03 19 10 04 310  5.0  6.0   0.6     3    MM  MM 1016.3  -1.4   4.7    MM  1.6   MM    MM
2016 03 19 09 04 320  6.0  8.0   0.7     3    MM  MM 1015.4  -1.0   4.8    MM  1.6   MM    MM
2016 03 19 07 04 340  8.0 10.0   0.6     3    MM  MM 1014.3   0.3   4.9    MM  1.6   MM    MM
2016 03 19 06 04 330  5.0  7.0   0.5     3    MM  MM 1014.1   0.7   4.8    MM  1.6   MM    MM
2016 03 19 05 04  MM   MM   MM   0.6     3    MM  MM     MM    MM   4.7    MM   MM   MM    MM
2016 03 19 04 04 300  8.0 10.0   0.6     3    MM  MM 1012.5   2.1   4.8    MM  1.6   MM    MM
2016 03 19 03 04 310  7.0 10.0   0.6     3    MM  MM 1011.8   2.7   4.8    MM  1.6   MM    MM
2016 03 19 02 04 320  8.0  9.0    MM    MM    MM  MM 1011.1   3.2   4.9    MM  1.6   MM    MM
2016 03 19 01 04 330  7.0  9.0    MM    MM    MM  MM 1010.2   3.9   4.9    MM  1.6   MM    MM
2016 03 19 00 04 310  8.0 10.0   1.3    11    MM  MM 1009.2   4.6   5.0    MM  1.6   MM    MM
2016 03 18 23 04 320  9.0 11.0   0.8     4    MM  MM 1007.8   5.2   5.0    MM  1.6   MM    MM
2016 03 18 22 04 310  9.0 11.0   0.9     4    MM  MM 1006.3   6.1   5.2    MM  1.6   MM    MM
2016 03 18 21 04 300  8.0 10.0   0.8     4    MM  MM 1004.8   6.9   5.2    MM  1.6   MM    MM
2016 03 18 20 04 300  9.0 11.0    MM    MM    MM  MM 1003.8   7.4   5.2    MM  1.6   MM    MM
2016 03 18 19 04 280  6.0  8.0   0.6     3    MM  MM 1003.4   6.9   5.2    MM  1.6   MM    MM
2016 03 18 18 04 280  9.0 12.0   0.7     3    MM  MM 1002.8   7.1   5.1    MM  1.6   MM    MM
2016 03 18 17 04 290  8.0  9.0   0.7     3    MM  MM 1002.1   7.8   5.1    MM  1.6   MM    MM
2016 03 18 16 04 290  7.0  9.0   0.7     3    MM  MM 1002.0   7.4   5.1    MM  1.6   MM    MM
2016 03 18 15 04 280  6.0  9.0   0.7     3    MM  MM 1001.8   7.1   5.0    MM  1.6   MM    MM
2016 03 18 14 04 280  7.0  9.0   0.7     4    MM  MM 1001.7   6.5   4.9    MM  1.6   MM    MM
2016 03 18 13 04 260  6.0  8.0   0.5     3    MM  MM 1002.0   6.0   4.9    MM  1.6   MM    MM
2016 03 18 12 04 250  5.0  6.0    MM    MM    MM  MM 1002.0   5.8   4.7    MM  1.6   MM    MM
2016 03 18 11 04 260  6.0  8.0    MM    MM    MM  MM 1001.8   5.8   4.8    MM  1.6   MM    MM
2016 03 18 10 04 250  5.0  6.0    MM    MM    MM  MM 1001.7   5.7   4.9    MM  1.6   MM    MM
2016 03 18 09 04 260  4.0  5.0    MM    MM    MM  MM 1001.5   5.7   4.9    MM  1.6   MM    MM
2016 03 18 07 04 240  5.0  6.0   1.6    11    MM  MM 1001.8   6.2   5.0    MM  1.6   MM    MM
2016 03 18 06 04 230  6.0  8.0   1.5    11    MM  MM 1002.2   6.5   5.0    MM  1.6   MM    MM
2016 03 18 05 04 220  7.0  8.0    MM    MM    MM  MM 1002.9   6.3   5.0    MM  1.6   MM    MM
2016 03 18 04 04 220  7.0  8.0    MM    MM    MM  MM 1003.5   6.3   4.7    MM  1.6   MM    MM
2016 03 18 03 04 220  2.0  3.0   1.8    11    MM  MM 1004.1   5.9   4.8    MM  1.6   MM    MM
2016 03 18 02 04 260  3.0  6.0   1.9    11    MM  MM 1004.5   6.7   4.8    MM  1.6   MM    MM
2016 03 18 01 04 230  5.0  6.0   2.2    16    MM  MM 1003.9   6.4   4.8    MM  1.6   MM    MM
2016 03 18 00 04 240  4.0  5.0   1.5    11    MM  MM 1003.6   6.5   4.8    MM  1.6   MM    MM
2016 03 17 23 04 230  4.0  4.0   1.9    11    MM  MM 1003.5   6.0   4.8    MM  1.6   MM    MM
2016 03 17 22 04 200  5.0  6.0    MM    MM    MM  MM 1003.7   6.2   5.0    MM  1.6   MM    MM
2016 03 17 21 04 290  9.0 11.0   2.2    11    MM  MM 1004.5   7.5   5.0    MM  1.6   MM    MM
2016 03 17 20 04 170  6.0  7.0    MM    MM    MM  MM 1002.6   5.6   5.1    MM  1.6   MM    MM
2016 03 17 19 04 150  5.0  6.0   1.9    11    MM  MM 1003.4   5.8   5.1    MM  1.6   MM    MM
2016 03 17 18 04 180  4.0  5.0   2.3    11    MM  MM 1004.2   5.8   5.1    MM  1.6   MM    MM
2016 03 17 17 04 180  3.0  4.0   2.0    11    MM  MM 1005.6   5.4   5.1    MM  1.6   MM    MM
2016 03 17 16 04 180  3.0  4.0   2.0    11    MM  MM 1006.7   5.0   4.9    MM  0.5   MM    MM
2016 03 17 15 04 200  3.0  4.0   2.1    11    MM  MM 1007.7   4.9   4.8    MM  1.0   MM    MM
2016 03 17 14 04 210  4.0  4.0   2.2    16    MM  MM 1008.1   4.8   4.7    MM  0.5   MM    MM
2016 03 17 13 04 180  3.0  4.0   2.4    16    MM  MM 1008.5   5.0   4.6    MM  0.9   MM    MM
2016 03 17 12 04 180  2.0  2.0   2.1    11    MM  MM 1008.7   5.0   4.6    MM  0.9   MM    MM
2016 03 17 11 04 130  2.0  3.0   1.9    11    MM  MM 1008.6   4.8   4.7    MM  1.5   MM    MM
2016 03 17 10 04  80  2.0  3.0   2.0    16    MM  MM 1008.9   4.7   4.7    MM  0.3   MM    MM
2016 03 17 09 04  50  1.0  2.0   1.7    11    MM  MM 1009.2   4.4   4.9    MM  0.3   MM    MM
2016 03 17 08 04  80  2.0  3.0   2.2    11    MM  MM 1009.8   5.2   5.0    MM  0.9   MM    MM
2016 03 17 07 04 320  2.0  3.0   2.2    11    MM  MM 1011.1   5.1   4.9    MM  1.5   MM    MM
2016 03 17 06 04 290  2.0  4.0    MM    MM    MM  MM 1011.8   5.4   4.9    MM  0.8   MM    MM
2016 03 17 05 04 100  4.0  5.0   2.1    11    MM  MM 1010.3   5.5   5.0    MM  1.6   MM    MM
2016 03 17 04 04 100  2.0  3.0   2.2    11    MM  MM 1010.6   5.3   5.0    MM  1.6   MM    MM
2016 03 17 03 04  80  2.0  2.0   2.5    11    MM  MM 1011.2   5.2   5.1    MM  1.5   MM    MM
2016 03 17 02 04 100  2.0  3.0   2.4    11    MM  MM 1011.3   5.4   5.1    MM  1.1   MM    MM
2016 03 17 01 04 260  4.0  6.0   2.3    11    MM  MM 1012.9   5.7   5.0    MM  1.3   MM    MM
2016 03 17 00 04 140  1.0  1.0   2.1    11    MM  MM 1010.3   5.6   5.0    MM  1.6   MM    MM
2016 03 16 23 04  90  3.0  4.0   2.2    11    MM  MM 1009.4   5.8   5.0    MM  1.6   MM    MM
2016 03 16 22 04 110  3.0  4.0   2.2    11    MM  MM 1009.5   5.8   5.0    MM  1.6   MM    MM
2016 03 16 21 04  80  2.0  3.0   2.1    11    MM  MM 1009.5   6.0   5.1    MM  1.6   MM    MM
2016 03 16 20 04  70  4.0  6.0   2.4    11    MM  MM 1008.9   6.4   5.1    MM  1.6   MM    MM
2016 03 16 19 04  50  4.0  5.0   2.4    11    MM  MM 1009.4   6.8   5.0    MM  1.6   MM    MM
2016 03 16 18 04  50  4.0  5.0   3.2    11    MM  MM 1009.9   6.4   5.1    MM  1.6   MM    MM
2016 03 16 17 04  40  4.0  5.0   2.9    11    MM  MM 1010.1   6.0   5.0    MM  1.6   MM    MM
2016 03 16 16 04  10  3.0  4.0   2.8    11    MM  MM 1010.3   5.9   4.9    MM  1.6   MM    MM
2016 03 16 15 04  10  5.0  7.0   3.1    11    MM  MM 1010.3   5.7   4.9    MM  1.6   MM    MM
2016 03 16 14 04  10  8.0  9.0   2.7    11    MM  MM 1010.3   5.4   4.8    MM  1.6   MM    MM
2016 03 16 13 04  10  9.0 11.0   2.9    11    MM  MM 1009.6   5.0   4.8    MM  1.6   MM    MM
2016 03 16 12 04 360  7.0  9.0   2.5    11    MM  MM 1009.4   4.7   4.9    MM  1.6   MM    MM
2016 03 16 11 04 360  9.0 11.0   2.5    11    MM  MM 1008.9   4.6   4.9    MM  1.6   MM    MM
2016 03 16 10 04 350  8.0 10.0   2.8    11    MM  MM 1008.2   4.4   4.9    MM  1.6   MM    MM
2016 03 16 09 04 340  8.0 10.0   2.5    11    MM  MM 1008.2   4.2   4.9    MM  1.5   MM    MM
2016 03 16 08 04 330  8.0 10.0   3.0    11    MM  MM 1008.1   4.4   5.0    MM  1.4   MM    MM
2016 03 16 07 04 360  8.0 10.0   2.6    11    MM  MM 1007.7   4.5   5.0    MM  1.6   MM    MM
2016 03 16 06 04 350  9.0 10.0   2.7    11    MM  MM 1008.3   4.6   5.1    MM  1.4   MM    MM
2016 03 16 05 04 360  8.0 10.0   2.8     8    MM  MM 1008.4   4.7   5.1    MM  1.2   MM    MM
2016 03 16 04 04  10  9.0 12.0   3.4     8    MM  MM 1008.6   4.7   5.0    MM  1.4   MM    MM
2016 03 16 03 04  20  9.0 11.0   3.8    11    MM  MM 1009.1   4.7   4.9    MM  1.4   MM    MM
2016 03 16 02 04  20 10.0 12.0   3.3    11    MM  MM 1009.5   4.8   4.9    MM  1.3   MM    MM
2016 03 16 01 04  20 11.0 13.0   3.3    11    MM  MM 1009.5   4.6   4.9    MM  1.1   MM    MM
2016 03 16 00 04  20 10.0 12.0   3.0     8    MM  MM 1009.5   4.6   4.9    MM  1.0   MM    MM
2016 03 15 23 04  30  8.0 10.0   3.3     8    MM  MM 1009.7   4.8   4.9    MM  1.1   MM    MM
2016 03 15 22 04  30  8.0 10.0   3.3     8    MM  MM 1009.9   5.2   4.9    MM  1.2   MM    MM
2016 03 15 21 04  40  7.0  8.0   2.9     8    MM  MM 1010.0   5.3   4.9    MM  1.1   MM    MM
2016 03 15 20 04  40  7.0  9.0   2.9     8    MM  MM 1010.4   5.4   4.9    MM  1.4   MM    MM
2016 03 15 19 04  50  8.0 10.0   2.8     8    MM  MM 1010.9   5.3   4.9    MM  1.4   MM    MM
2016 03 15 18 04  50  9.0 10.0   2.7     8    MM  MM 1011.9   5.3   4.9    MM  1.4   MM    MM
2016 03 15 17 04  50  9.0 11.0   2.9     8    MM  MM 1013.3   5.1   4.9    MM  1.2   MM    MM
2016 03 15 16 04  60  9.0 10.0   2.5     8    MM  MM 1014.3   5.1   4.8    MM  1.1   MM    MM
2016 03 15 15 04  60  8.0  9.0   2.2     8    MM  MM 1015.2   5.0   4.7    MM  0.9   MM    MM
2016 03 15 14 04  60  9.0 10.0   2.4     8    MM  MM 1015.6   5.1   4.7    MM  1.0   MM    MM
2016 03 15 13 04  70  8.0 10.0   2.4     8    MM  MM 1016.0   5.1   4.7    MM  1.1   MM    MM
2016 03 15 12 04  80  8.0 10.0   2.0     8    MM  MM 1016.4   5.2   4.8    MM  1.1   MM    MM
2016 03 15 11 04  90  8.0 10.0   2.4     8    MM  MM 1016.5   5.1   4.8    MM  1.4   MM    MM
2016 03 15 10 04  90  9.0 11.0   2.4     6    MM  MM 1016.6   5.1   4.9    MM  1.6   MM    MM
2016 03 15 09 04  90  9.0 11.0   2.0     8    MM  MM 1017.2   5.1   4.9    MM  1.5   MM    MM
2016 03 15 08 04  90  9.0 10.0   2.1     6    MM  MM 1017.7   4.8   4.9    MM  1.3   MM    MM
2016 03 15 07 04 100  9.0 11.0   2.0     8    MM  MM 1018.7   4.5   4.9    MM  1.3   MM    MM
2016 03 15 06 04  90  9.0 11.0   2.1     6    MM  MM 1020.0   4.2   4.8    MM  1.3   MM    MM
2016 03 15 05 04  90  9.0 11.0   2.2     8    MM  MM 1020.8   4.2   4.8    MM  1.5   MM    MM
2016 03 15 04 04 100  9.0 10.0   1.9     6    MM  MM 1021.5   4.1   4.8    MM  1.6   MM    MM
2016 03 15 03 04 100  9.0 10.0   1.9     6    MM  MM 1022.4   4.0   4.7    MM  1.6   MM    MM
2016 03 15 02 04  90  8.0 10.0   1.7     6    MM  MM 1022.9   3.9   4.7    MM  1.6   MM    MM
2016 03 15 01 04 100  8.0 11.0   1.6     5    MM  MM 1023.2   3.5   4.7    MM  1.6   MM    MM
2016 03 15 00 04  90  9.0 11.0   1.4     5    MM  MM 1023.5   3.5   4.7    MM  1.6   MM    MM
2016 03 14 23 04 100  8.0 10.0   1.3     5    MM  MM 1023.8   3.4   4.7    MM  1.6   MM    MM
2016 03 14 22 04 100  7.0  9.0   1.3     6    MM  MM 1024.5   3.4   4.7    MM  1.6   MM    MM
2016 03 14 21 04 100  8.0  9.0   1.2     5    MM  MM 1024.9   3.4   4.8    MM  1.6   MM    MM
2016 03 14 20 04 100  7.0  9.0   1.2     5    MM  MM 1025.1   3.5   4.8    MM  1.6   MM    MM
2016 03 14 19 04 100  7.0  9.0   1.3     5    MM  MM 1025.6   3.4   4.8    MM  1.6   MM    MM
2016 03 14 18 04 100  7.0  9.0   1.2     6    MM  MM 1026.0   3.3   4.8    MM  1.6   MM    MM
