#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 03 14 17 04 110  6.0  8.0   1.2     6    MM  MM 1027.5   3.5   4.9    MM  1.6   MM    MM
2016 03 14 16 04 110  7.0  8.0   1.4     6    MM  MM 1028.0   3.4   4.8    MM  1.6   MM    MM
2016 03 14 15 04 100  7.0  9.0   1.3     6    MM  MM 1027.9   3.5   4.8    MM  1.6   MM    MM
2016 03 14 14 04  90  7.0  9.0   1.4     6    MM  MM 1027.8   3.6   4.8    MM  1.6   MM    MM
2016 03 14 13 04  80  7.0  8.0   1.4     6    MM  MM 1027.4   3.6   4.8    MM  1.6   MM    MM
2016 03 14 12 04  80  7.0  8.0   1.5     6    MM  MM 1027.5   3.4   4.8    MM  1.6   MM    MM
2016 03 14 11 04  70  7.0  8.0   1.5     6    MM  MM 1027.3   3.2   4.8    MM  1.6   MM    MM
2016 03 14 10 04  70  7.0  9.0   1.5     6    MM  MM 1027.0   3.1   4.8    MM  1.6   MM    MM
2016 03 14 09 04  70  8.0  9.0   1.3     5    MM  MM 1026.6   3.3   4.8    MM  1.6   MM    MM
2016 03 14 08 04  60  8.0  9.0   1.4     5    MM  MM 1025.9   3.7   4.8    MM  1.6   MM    MM
2016 03 14 07 04  70  9.0 11.0   1.5     5    MM  MM 1025.2   4.0   4.8    MM  1.6   MM    MM
2016 03 14 06 04  70 10.0 11.0   1.0     4    MM  MM 1024.8   4.7   4.9    MM  1.6   MM    MM
2016 03 14 05 04  60  8.0 11.0   0.9     4    MM  MM 1024.2   5.2   4.9    MM  1.6   MM    MM
2016 03 14 04 04  50  8.0 11.0   0.8     4    MM  MM 1023.2   5.9   5.0    MM  1.6   MM    MM
2016 03 14 03 04  40  7.0  8.0   0.6     3    MM  MM 1022.7   6.0   5.1    MM  1.6   MM    MM
2016 03 14 02 04  40  8.0 10.0   0.5     3    MM  MM 1021.7   7.0   5.3    MM  1.6   MM    MM
2016 03 14 01 04  40  6.0  7.0   0.3     2    MM  MM 1020.7   7.9   5.2    MM  1.6   MM    MM
2016 03 14 00 04  30  4.0  5.0   0.3     3    MM  MM 1019.7   7.2   5.3    MM  1.6   MM    MM
2016 03 13 23 04 300  2.0  3.0   0.3     2    MM  MM 1018.6   8.1   5.4    MM  1.6   MM    MM
2016 03 13 22 04  10  4.0  5.0   0.3     3    MM  MM 1017.5  10.8   5.5    MM  1.6   MM    MM
2016 03 13 21 04 120  2.0  3.0   0.3     3    MM  MM 1016.8  10.8   5.5    MM  1.5   MM    MM
2016 03 13 20 04 160  1.0  1.0   0.4     3    MM  MM 1016.0   9.3   5.4    MM  1.6   MM    MM
2016 03 13 19 04 350  1.0  1.0   0.5     8    MM  MM 1015.7  11.8   5.4    MM  1.6   MM    MM
2016 03 13 18 04 250  2.0  2.0   0.5     3    MM  MM 1015.6   9.9   5.3    MM  1.6   MM    MM
2016 03 13 17 04 310  3.0  3.0   0.6     4    MM  MM 1015.7   7.9   5.0    MM  1.6   MM    MM
2016 03 13 16 04 330  6.0  7.0   0.6     4    MM  MM 1015.7   9.0   4.9    MM  1.6   MM    MM
2016 03 13 15 04 340  4.0  5.0   0.7     3    MM  MM 1015.8   7.8   4.9    MM  1.6   MM    MM
2016 03 13 14 04 330  5.0  7.0   0.5     3    MM  MM 1015.1   7.8   4.8    MM  1.4   MM    MM
2016 03 13 13 04 350  8.0  9.0   0.6     8    MM  MM 1014.8   9.2   4.8    MM  1.6   MM    MM
2016 03 13 12 04 300  5.0  6.0   0.5     5    MM  MM 1013.5   7.3   4.8    MM  1.6   MM    MM
2016 03 13 11 04 280  6.0  7.0   0.6     5    MM  MM 1011.7   8.0   4.8    MM  1.6   MM    MM
2016 03 13 10 04 260  5.0  6.0   0.6     5    MM  MM 1010.3   7.3   4.9    MM  1.6   MM    MM
2016 03 13 09 04 260  6.0  6.0   0.8     5    MM  MM 1009.5   7.6   4.8    MM  1.6   MM    MM
2016 03 13 08 04 250  6.0  7.0   0.8     5    MM  MM 1009.4   7.7   4.8    MM  1.6   MM    MM
2016 03 13 07 04 250  5.0  6.0   0.8     5    MM  MM 1009.2   7.2   4.8    MM  1.6   MM    MM
2016 03 13 06 04 240  6.0  8.0   1.1     6    MM  MM 1009.5   7.7   4.8    MM  1.6   MM    MM
2016 03 13 05 04 240  6.0  6.0   1.3     5    MM  MM 1009.3   7.3   4.8    MM  1.6   MM    MM
2016 03 13 04 04 230  7.0  7.0   1.3     6    MM  MM 1009.2   7.1   4.8    MM  1.6   MM    MM
2016 03 13 03 04 220  7.0  8.0   1.4     6    MM  MM 1009.5   6.9   4.9    MM  1.6   MM    MM
2016 03 13 02 04 210  7.0  8.0   1.4     5    MM  MM 1009.9   6.8   4.9    MM  1.6   MM    MM
2016 03 13 01 04 210  9.0 10.0   1.1     8    MM  MM 1010.2   6.7   4.9    MM  1.6   MM    MM
2016 03 13 00 04 210  9.0 10.0   1.1     5    MM  MM 1011.1   6.7   4.8    MM  1.6   MM    MM
2016 03 12 23 04 210  7.0  8.0   0.8     4    MM  MM 1011.4   8.1   4.8    MM  1.6   MM    MM
2016 03 12 22 04 190  6.0  7.0   1.0     5    MM  MM 1012.1   6.8   4.8    MM  1.5   MM    MM
2016 03 12 21 04 170  8.0  9.0   1.2     5    MM  MM 1012.4   5.9   4.8    MM  1.5   MM    MM
2016 03 12 20 04 170  9.0 10.0   1.1     5    MM  MM 1014.5   5.2   4.8    MM  1.6   MM    MM
2016 03 12 19 04 190  8.0 10.0   1.2     4    MM  MM 1016.4   5.0   4.9    MM  1.6   MM    MM
2016 03 12 18 04 180  9.0 10.0   1.1     4    MM  MM 1018.0   4.7   4.8    MM  1.6   MM    MM
2016 03 12 17 04 190 10.0 12.0   0.6     3    MM  MM 1019.7   4.5   4.8    MM  1.6   MM    MM
2016 03 12 16 04 200  8.0  9.0    MM    MM    MM  MM 1022.4   4.0   4.9    MM  1.6   MM    MM
2016 03 12 15 04 200  6.0  7.0   0.8    11    MM  MM 1024.5   3.9   4.8    MM  1.6   MM    MM
2016 03 12 14 04 170  4.0  4.0   0.7    11    MM  MM 1025.4   3.6   4.8    MM  1.6   MM    MM
2016 03 12 13 04 120  1.0  2.0   0.7     8    MM  MM 1026.4   4.4   4.7    MM  1.6   MM    MM
2016 03 12 12 04 270  2.0  3.0   0.7    11    MM  MM 1027.2   2.6   4.6    MM  1.5   MM    MM
2016 03 12 11 04 260  5.0  6.0   0.7     8    MM  MM 1026.8   2.2   4.6    MM  1.6   MM    MM
2016 03 12 10 04 230  4.0  5.0   0.7    11    MM  MM 1025.8   2.5   4.6    MM  1.6   MM    MM
2016 03 12 09 04 240  3.0  4.0   0.8    11    MM  MM 1025.7   2.7   4.5    MM  1.6   MM    MM
2016 03 12 08 04 310  5.0  6.0   0.6     6    MM  MM 1026.1   2.6   4.5    MM  1.6   MM    MM
2016 03 12 07 04 300  3.0  4.0   0.8    11    MM  MM 1026.3   3.0   4.6    MM  1.6   MM    MM
2016 03 12 06 04 320  4.0  4.0   0.6     6    MM  MM 1026.0   2.8   4.6    MM  1.6   MM    MM
2016 03 12 05 04 290  4.0  5.0   0.4     5    MM  MM 1025.8   3.3   4.7    MM  1.6   MM    MM
2016 03 12 04 04 300  5.0  6.0   0.8    11    MM  MM 1025.9   4.1   4.7    MM  1.6   MM    MM
2016 03 12 03 04 330  6.0  7.0   0.9     8    MM  MM 1025.5   4.7   4.7    MM  1.6   MM    MM
2016 03 12 02 04 310  7.0  9.0   1.0     6    MM  MM 1024.7   5.2   4.8    MM  1.6   MM    MM
2016 03 12 01 04 310  8.0 10.0   0.5     3    MM  MM 1023.6   6.1   4.8    MM  1.6   MM    MM
2016 03 12 00 04 300  7.0  8.0   0.9     6    MM  MM 1022.4   6.7   4.9    MM  1.6   MM    MM
2016 03 11 23 04 220  3.0  3.0   1.0     6    MM  MM 1021.5   4.8   4.9    MM  1.6   MM    MM
2016 03 11 22 04 170  1.0  2.0   0.9     6    MM  MM 1020.4   6.1   5.0    MM  1.6   MM    MM
2016 03 11 21 04 200  4.0  5.0   0.9     6    MM  MM 1019.6   5.5   5.0    MM  0.5   MM    MM
2016 03 11 20 04 180  3.0  4.0   0.8     6    MM  MM 1018.5   5.6   5.0    MM  1.4   MM    MM
2016 03 11 19 04 130  3.0  3.0   1.1     5    MM  MM 1017.8   5.0   4.9    MM  1.6   MM    MM
2016 03 11 18 04 100  3.0  3.0   1.1     6    MM  MM 1017.3   4.7   4.9    MM  1.6   MM    MM
2016 03 11 17 04  70  3.0  3.0   0.9     6    MM  MM 1017.3   4.6   4.7    MM  1.6   MM    MM
2016 03 11 16 04  50  4.0  5.0   0.9     6    MM  MM 1016.7   4.4   4.7    MM  1.6   MM    MM
2016 03 11 15 04  20  5.0  6.0   1.0     6    MM  MM 1016.7   4.5   4.7    MM  1.6   MM    MM
2016 03 11 14 04  30  5.0  6.0   1.0     6    MM  MM 1016.0   4.6   4.6    MM  1.6   MM    MM
2016 03 11 13 04  30  5.0  5.0   1.1     6    MM  MM 1014.7   4.6   4.6    MM  1.6   MM    MM
2016 03 11 12 04  10  3.0  4.0   1.0     6    MM  MM 1013.8   4.6   4.6    MM  1.6   MM    MM
2016 03 11 11 04  40  3.0  3.0   1.1     6    MM  MM 1012.2   4.7   4.6    MM  1.6   MM    MM
2016 03 11 10 04  50  3.0  4.0   0.9     5    MM  MM 1011.4   4.7   4.6    MM  1.6   MM    MM
2016 03 11 09 04  60  2.0  3.0   1.0     5    MM  MM 1011.0   4.6   4.6    MM  1.6   MM    MM
2016 03 11 08 04  20  4.0  5.0   1.0     5    MM  MM 1010.5   4.7   4.7    MM  1.6   MM    MM
2016 03 11 07 04 340  4.0  5.0   1.1     5    MM  MM 1010.7   4.7   4.8    MM  1.6   MM    MM
2016 03 11 06 04 350  3.0  3.0   1.1     5    MM  MM 1009.8   4.8   4.7    MM  1.6   MM    MM
2016 03 11 05 04 360  4.0  4.0   1.1     5    MM  MM 1010.0   4.8   4.7    MM  1.6   MM    MM
2016 03 11 04 04  20  8.0  9.0   1.5     5    MM  MM 1010.1   4.9   4.7    MM  1.6   MM    MM
2016 03 11 03 04  20  9.0 11.0   1.2     4    MM  MM 1010.7   4.8   4.9    MM  1.6   MM    MM
2016 03 11 02 04  10 12.0 14.0   1.0     3    MM  MM 1010.5   4.4   4.9    MM  1.0   MM    MM
2016 03 11 01 04  20  6.0  7.0   0.8    11    MM  MM 1009.9   5.3   5.1    MM  1.4   MM    MM
2016 03 11 00 04 150  3.0  5.0   0.8     8    MM  MM 1009.9   6.6   5.1    MM  0.5   MM    MM
2016 03 10 23 04 160  4.0  5.0   0.7    11    MM  MM 1010.3   6.8   5.1    MM  0.3   MM    MM
2016 03 10 22 04 150  3.0  3.0   0.7    11    MM  MM 1010.8   6.9   5.1    MM  0.5   MM    MM
2016 03 10 21 04 140  4.0  4.0   0.8    11    MM  MM 1011.3   6.8   5.1    MM  0.8   MM    MM
2016 03 10 20 04 150  4.0  4.0   0.7    11    MM  MM 1012.1   6.7   5.0    MM  1.2   MM    MM
2016 03 10 19 04 100  3.0  4.0   0.8    11    MM  MM 1012.4   6.8   4.9    MM  1.5   MM    MM
2016 03 10 18 04 160  2.0  2.0   0.7    11    MM  MM 1012.7   7.6   4.8    MM  1.6   MM    MM
2016 03 10 17 04 210  3.0  3.0   1.0    11    MM  MM 1013.7   7.4   4.8    MM  1.6   MM    MM
2016 03 10 16 04 210  2.0  3.0   0.6     5    MM  MM 1013.3   7.4   4.8    MM  1.6   MM    MM
2016 03 10 15 04 230  3.0  4.0   0.9    11    MM  MM 1013.7   7.7   4.8    MM  1.6   MM    MM
2016 03 10 14 04 250  3.0  4.0   0.9    11    MM  MM 1013.5   8.2   4.8    MM  1.6   MM    MM
2016 03 10 13 04 220  4.0  4.0   1.0    11    MM  MM 1013.5   7.9   4.8    MM  1.6   MM    MM
2016 03 10 12 04 230  4.0  4.0   0.9    11    MM  MM 1013.3   7.6   4.9    MM  1.6   MM    MM
2016 03 10 11 04 230  2.0  3.0   1.0    11    MM  MM 1012.5   8.4   4.9    MM  1.6   MM    MM
2016 03 10 10 04 230  3.0  4.0   0.7     5    MM  MM 1012.1   8.8   4.9    MM  1.6   MM    MM
2016 03 10 09 04 250  4.0  4.0   1.2    11    MM  MM 1011.2   8.9   4.8    MM  1.6   MM    MM
2016 03 10 08 04 240  5.0  6.0   1.2    11    MM  MM 1010.8  10.1   4.9    MM  1.6   MM    MM
2016 03 10 07 04 220  5.0  5.0   1.1     6    MM  MM 1010.5   8.9   4.9    MM  1.6   MM    MM
2016 03 10 06 04 220  5.0  6.0   1.0     6    MM  MM 1010.5   9.3   5.0    MM  1.6   MM    MM
2016 03 10 05 04 230  5.0  5.0   1.4     6    MM  MM 1010.0   8.9   5.1    MM  1.6   MM    MM
2016 03 10 04 04 220  5.0  6.0   1.4    11    MM  MM 1010.1   8.7   5.1    MM  1.6   MM    MM
2016 03 10 03 04 210  5.0  6.0   1.2     5    MM  MM 1009.3   7.5   5.1    MM  1.6   MM    MM
2016 03 10 02 04 200  7.0  8.0   1.3     5    MM  MM 1009.4   9.1   5.2    MM  1.6   MM    MM
2016 03 10 01 04 200  8.0  9.0   1.3     5    MM  MM 1009.7   9.3   5.2    MM  1.6   MM    MM
2016 03 10 00 04 190  8.0  9.0   2.1    11    MM  MM 1010.5   9.3   5.1    MM  1.6   MM    MM
2016 03 09 23 04 190  8.0  9.0   1.0     4    MM  MM 1010.7   8.0   5.2    MM  1.6   MM    MM
2016 03 09 22 04 190  8.0  9.0    MM    MM    MM  MM 1011.3   8.6   5.1    MM  1.6   MM    MM
2016 03 09 21 04 190  8.0  9.0   1.8    11    MM  MM 1011.4   9.7   5.2    MM  1.5   MM    MM
2016 03 09 20 04 180  6.0  7.0   1.6    11    MM  MM 1012.1   8.2   5.1    MM  1.5   MM    MM
2016 03 09 19 04 190  6.0  7.0   1.4    11    MM  MM 1012.6   8.5   5.2    MM  1.6   MM    MM
2016 03 09 18 04 170  6.0  7.0   1.0     5    MM  MM 1013.2   8.5   5.2    MM  1.6   MM    MM
2016 03 09 17 04 200  6.0  7.0   1.1     5    MM  MM 1014.2   7.4   5.1    MM  1.6   MM    MM
2016 03 09 16 04 210  7.0  8.0   1.0     5    MM  MM 1014.6   7.4   5.0    MM  1.6   MM    MM
2016 03 09 15 04 200  6.0  7.0   1.0     5    MM  MM 1015.7   6.1   4.9    MM  1.5   MM    MM
2016 03 09 14 04 190  7.0  9.0   1.0     5    MM  MM 1016.4   5.8   4.9    MM  1.3   MM    MM
2016 03 09 13 04 190  7.0  8.0   1.0     5    MM  MM 1017.7   5.6   4.9    MM  1.5   MM    MM
2016 03 09 12 04 190  8.0 10.0   1.0     5    MM  MM 1017.8   5.2   4.9    MM  1.6   MM    MM
2016 03 09 11 04 180  8.0 10.0   1.0     5    MM  MM 1018.0   5.0   4.9    MM  1.6   MM    MM
2016 03 09 10 04 190  7.0  9.0   1.0     5    MM  MM 1019.7   5.0   4.9    MM  1.6   MM    MM
2016 03 09 09 04 190  8.0  9.0   1.0     5    MM  MM 1019.3   5.1   4.9    MM  1.6   MM    MM
2016 03 09 08 04 190  7.0  8.0   0.9     5    MM  MM 1019.4   4.9   4.9    MM  1.6   MM    MM
2016 03 09 07 04 180  6.0  8.0   0.9     5    MM  MM 1019.7   4.9   4.8    MM  1.6   MM    MM
2016 03 09 06 04 190  8.0  9.0   0.8     4    MM  MM 1020.4   5.0   4.8    MM  1.6   MM    MM
2016 03 09 05 04 180  7.0  8.0   0.7     4    MM  MM 1020.0   5.0   4.8    MM  1.6   MM    MM
2016 03 09 04 04 170  6.0  7.0   0.6     3    MM  MM 1020.6   5.2   4.8    MM  1.6   MM    MM
2016 03 09 03 04 160  5.0  7.0    MM    MM    MM  MM 1021.2   5.2   4.9    MM  1.6   MM    MM
2016 03 09 02 04 160  4.0  5.0   0.8    11    MM  MM 1021.7   5.1   5.0    MM  1.6   MM    MM
2016 03 09 01 04 180  4.0  5.0   0.9    11    MM  MM 1021.6   5.1   5.0    MM  1.6   MM    MM
2016 03 09 00 04 180  4.0  5.0    MM    MM    MM  MM 1021.1   5.1   5.0    MM  1.6   MM    MM
2016 03 08 23 04 170  4.0  5.0   0.7    11    MM  MM 1020.8   5.1   5.3    MM  1.6   MM    MM
2016 03 08 22 04 180  4.0  5.0   0.6    11    MM  MM 1020.3   5.6   5.4    MM  1.6   MM    MM
2016 03 08 21 04 180  4.0  5.0   0.5     8    MM  MM 1020.2   5.7   5.3    MM  1.6   MM    MM
2016 03 08 20 04 170  4.0  5.0   0.4    11    MM  MM 1020.3   6.0   5.6    MM  1.6   MM    MM
2016 03 08 19 04 180  3.0  4.0   0.4     8    MM  MM 1020.5   5.7   5.7    MM  1.6   MM    MM
2016 03 08 18 04 200  3.0  3.0   0.5    11    MM  MM 1020.8   5.0   5.9    MM  1.6   MM    MM
2016 03 08 17 04 190  2.0  2.0   0.4    11    MM  MM 1021.3   5.3   5.4    MM  1.6   MM    MM
2016 03 08 16 04 260  1.0  1.0   0.5    11    MM  MM 1021.3   4.5   5.1    MM  1.6   MM    MM
2016 03 08 15 04 330  1.0  1.0   0.4    11    MM  MM 1021.3   4.0   5.0    MM  1.6   MM    MM
2016 03 08 14 04 310  1.0  2.0   0.4     8    MM  MM 1020.8   3.6   4.8    MM  1.6   MM    MM
2016 03 08 13 04 340  2.0  2.0   0.4     8    MM  MM 1020.5   3.9   4.7    MM  1.6   MM    MM
2016 03 08 12 04 300  2.0  3.0   0.4    11    MM  MM 1020.3   3.1   4.7    MM  1.6   MM    MM
2016 03 08 11 04 310  3.0  3.0   0.4     5    MM  MM 1020.0   2.7   4.7    MM  1.6   MM    MM
2016 03 08 10 04 360  3.0  3.0   0.5    11    MM  MM 1019.0   2.8   4.7    MM  1.6   MM    MM
2016 03 08 09 04 340  2.0  3.0   0.5     8    MM  MM 1018.6   3.2   4.7    MM  1.6   MM    MM
2016 03 08 08 04 300  2.0  3.0   0.6     5    MM  MM 1018.0   3.5   4.7    MM  1.6   MM    MM
2016 03 08 07 04 290  2.0  2.0   0.6     5    MM  MM 1017.9   3.4   4.7    MM  1.6   MM    MM
2016 03 08 06 04 330  2.0  3.0   0.6     5    MM  MM 1017.6   3.3   4.8    MM  1.6   MM    MM
2016 03 08 05 04 340  3.0  4.0   0.7     5    MM  MM 1017.4   3.7   4.8    MM  1.6   MM    MM
2016 03 08 04 04 280  3.0  4.0   0.8     6    MM  MM 1016.9   4.0   4.9    MM  1.6   MM    MM
2016 03 08 03 04 290  2.0  3.0   1.0     6    MM  MM 1016.5   4.1   4.9    MM  1.6   MM    MM
2016 03 08 02 04 290  2.0  3.0   1.1     6    MM  MM 1016.2   4.4   4.7    MM  1.6   MM    MM
2016 03 08 01 04 250  2.0  3.0   1.0     6    MM  MM 1015.9   4.2   4.8    MM  1.6   MM    MM
2016 03 08 00 04 280  2.0  3.0   1.1     8    MM  MM 1015.7   4.1   4.6    MM  1.6   MM    MM
2016 03 07 23 04 360  2.0  2.0   1.0     6    MM  MM 1015.7   3.8   4.7    MM  1.6   MM    MM
2016 03 07 22 04  80  1.0  1.0   1.0     6    MM  MM 1014.9   4.5   4.8    MM  1.6   MM    MM
2016 03 07 21 04  50  2.0  2.0   0.9     5    MM  MM 1014.6   4.4   4.8    MM  1.6   MM    MM
2016 03 07 20 04 310  1.0  2.0   1.3     6    MM  MM 1014.8   4.6   4.8    MM  1.6   MM    MM
2016 03 07 19 04 270  3.0  4.0   1.2     5    MM  MM 1015.6   4.5   4.8    MM  1.6   MM    MM
2016 03 07 18 04 200  8.0  9.0   1.4     5    MM  MM 1014.9   4.6   4.9    MM  1.6   MM    MM
2016 03 07 17 04 200  9.0 11.0   1.6     5    MM  MM 1015.3   4.4   4.8    MM  1.6   MM    MM
2016 03 07 16 04 210 12.0 15.0   1.4     5    MM  MM 1016.8   4.4   4.8    MM  1.6   MM    MM
2016 03 07 15 04 210 12.0 14.0   1.4     5    MM  MM 1018.6   3.9   4.9    MM  1.6   MM    MM
2016 03 07 14 04 210 10.0 12.0   1.4     5    MM  MM 1020.0   3.1   4.9    MM  1.6   MM    MM
2016 03 07 13 04 210 10.0 12.0   1.2     5    MM  MM 1021.5   2.9   4.8    MM  1.6   MM    MM
2016 03 07 12 04 210  9.0 11.0   1.0     4    MM  MM 1022.1   3.1   4.8    MM  1.5   MM    MM
2016 03 07 11 04 210  9.0 11.0   1.1     4    MM  MM 1022.7   2.9   4.8    MM  1.6   MM    MM
2016 03 07 10 04 210  8.0 10.0   1.0     4    MM  MM 1023.0   2.7   4.8    MM  1.6   MM    MM
2016 03 07 09 04 210  9.0 10.0   1.2     8    MM  MM 1022.9   2.6   4.8    MM  1.6   MM    MM
2016 03 07 08 04 210  9.0 10.0   0.9     4    MM  MM 1023.3   2.5   4.8    MM  1.6   MM    MM
2016 03 07 07 04 210  8.0  9.0   0.8     4    MM  MM 1024.0   2.6   4.8    MM  1.6   MM    MM
2016 03 07 06 04 210  7.0  9.0    MM    MM    MM  MM 1024.5   2.4   4.8    MM  1.6   MM    MM
2016 03 07 05 04 210  8.0  9.0   1.3    11    MM  MM 1024.5   2.7   4.8    MM  1.6   MM    MM
2016 03 07 04 04 200  7.0  8.0   0.7     6    MM  MM 1024.5   2.8   4.9    MM  1.6   MM    MM
2016 03 07 03 04 190  6.0  7.0   1.1    11    MM  MM 1024.5   2.7   4.9    MM  1.6   MM    MM
2016 03 07 02 04 180  5.0  7.0   1.0     8    MM  MM 1024.9   2.6   4.9    MM  1.6   MM    MM
2016 03 07 01 04 170  5.0  5.0   1.3    11    MM  MM 1024.7   2.2   4.9    MM  1.6   MM    MM
2016 03 07 00 04 160  5.0  6.0   1.2    11    MM  MM 1024.5   2.0   5.0    MM  1.6   MM    MM
2016 03 06 23 04 160  5.0  7.0   1.3    11    MM  MM 1024.2   1.8   5.0    MM  1.6   MM    MM
2016 03 06 22 04 140  6.0  7.0   1.4    11    MM  MM 1023.9   2.0   4.9    MM  1.5   MM    MM
2016 03 06 21 04 140  4.0  6.0   1.6    11    MM  MM 1024.0   2.0   5.0    MM  1.6   MM    MM
2016 03 06 20 04 130  4.0  5.0   1.6    11    MM  MM 1024.3   1.7   5.1    MM  1.5   MM    MM
2016 03 06 19 04  90  3.0  4.0   1.3    11    MM  MM 1024.5   1.5   5.1    MM  1.6   MM    MM
2016 03 06 18 04  70  3.0  4.0   1.6    11    MM  MM 1024.7   1.4   5.0    MM  1.6   MM    MM
2016 03 06 17 04  50  4.0  5.0    MM    MM    MM  MM 1025.1   1.2   4.9    MM  1.6   MM    MM
2016 03 06 16 04  40  5.0  6.0   1.6    11    MM  MM 1025.1   1.0   4.9    MM  1.6   MM    MM
2016 03 06 15 04  50  5.0  6.0   1.9    11    MM  MM 1025.0   1.2   4.9    MM  1.6   MM    MM
2016 03 06 14 04  30  7.0  8.0   1.7    11    MM  MM 1024.5   1.0   4.9    MM  1.6   MM    MM
2016 03 06 13 04  60  6.0  7.0    MM    MM    MM  MM 1024.1   1.4   4.8    MM  1.6   MM    MM
2016 03 06 12 04 350  6.0  7.0    MM    MM    MM  MM 1023.7   0.8   4.8    MM  1.6   MM    MM
2016 03 06 11 04 360  4.0  5.0   2.1    11    MM  MM 1023.5   0.7   4.8    MM  1.6   MM    MM
2016 03 06 10 04  20  2.0  3.0    MM    MM    MM  MM 1023.2   0.5   4.8    MM  1.6   MM    MM
2016 03 06 09 04  50  1.0  2.0   2.1    11    MM  MM 1022.8   0.2   4.8    MM  1.6   MM    MM
2016 03 06 08 04 360  2.0  3.0   2.3    11    MM  MM 1022.8   0.2   4.8    MM  1.6   MM    MM
2016 03 06 07 04 260  4.0  5.0    MM    MM    MM  MM 1022.6   0.7   4.8    MM  1.6   MM    MM
2016 03 06 06 04 230  3.0  5.0   2.6    11    MM  MM 1022.6   0.9   4.8    MM  1.6   MM    MM
2016 03 06 05 04 240  4.0  5.0   2.4    11    MM  MM 1022.2   0.8   4.8    MM  1.6   MM    MM
2016 03 06 04 04 250  5.0  6.0   2.6    11    MM  MM 1022.0   0.6   4.8    MM  1.6   MM    MM
2016 03 06 03 04 240  4.0  5.0   3.2    11    MM  MM 1021.9   1.0   4.8    MM  1.6   MM    MM
2016 03 06 02 04 210  3.0  5.0   2.7    11    MM  MM 1021.6   1.1   4.8    MM  1.6   MM    MM
2016 03 06 01 04 330  2.0  3.0   2.6    11    MM  MM 1021.3   1.0   4.9    MM  1.6   MM    MM
2016 03 06 00 04  20  3.0  4.0   2.5    11    MM  MM 1021.0   0.9   4.8    MM  1.6   MM    MM
2016 03 05 23 04  30  4.0  5.0    MM    MM    MM  MM 1020.3   0.8   4.9    MM  1.6   MM    MM
2016 03 05 22 04  10  4.0  5.0   2.6    11    MM  MM 1020.2   0.7   4.9    MM  1.6   MM    MM
2016 03 05 21 04  30  5.0  6.0   2.9    11    MM  MM 1019.9   0.3   4.9    MM  1.6   MM    MM
2016 03 05 20 04  10  4.0  6.0    MM    MM    MM  MM 1019.9   0.3   4.9    MM  1.6   MM    MM
2016 03 05 19 04 360  5.0  7.0   2.9    11    MM  MM 1020.1  -0.2   4.9    MM  1.6   MM    MM
2016 03 05 18 04 340  6.0  8.0   3.6    11    MM  MM 1020.5  -1.1   4.8    MM  1.6   MM    MM
2016 03 05 17 04 360  6.0  8.0   3.4    11    MM  MM 1020.9  -1.9   4.8    MM  1.6   MM    MM
2016 03 05 16 04 350  7.0 10.0   3.0    11    MM  MM 1021.1  -2.7   4.8    MM  1.6   MM    MM
2016 03 05 15 04  10 10.0 12.0   3.5    11    MM  MM 1021.3  -3.2   4.8    MM  1.6   MM    MM
2016 03 05 14 04  10 10.0 12.0   3.6    11    MM  MM 1021.1  -3.4   4.8    MM  1.6   MM    MM
2016 03 05 13 04  10 11.0 13.0   2.9    11    MM  MM 1020.9  -3.4   4.8    MM  1.6   MM    MM
2016 03 05 12 04 360 11.0 14.0   3.1    11    MM  MM 1020.0  -3.5   4.9    MM  1.6   MM    MM
2016 03 05 11 04  10 10.0 12.0   2.9    11    MM  MM 1019.1  -3.4   4.9    MM  1.6   MM    MM
2016 03 05 10 04 360 11.0 13.0   3.1     8    MM  MM 1018.0  -3.2   4.9    MM  1.6   MM    MM
2016 03 05 09 04 360 11.0 13.0   2.7    11    MM  MM 1017.9  -3.1   4.9    MM  1.6   MM    MM
2016 03 05 08 04 360 11.0 14.0   2.8     8    MM  MM 1018.3  -2.9   4.8    MM  1.6   MM    MM
2016 03 05 07 04 360 11.0 14.0   2.4     8    MM  MM 1018.2  -2.8   4.8    MM  1.6   MM    MM
2016 03 05 06 04  10 10.0 13.0   2.1     8    MM  MM 1018.7  -2.7   4.8    MM  1.6   MM    MM
2016 03 05 05 04 360 11.0 13.0   2.0     8    MM  MM 1018.4  -2.7   4.8    MM  1.6   MM    MM
2016 03 05 04 04  10 10.0 12.0   2.1     8    MM  MM 1018.8  -2.2   4.8    MM  1.6   MM    MM
2016 03 05 03 04  10 11.0 13.0   2.6     8    MM  MM 1018.4  -2.0   4.8    MM  1.6   MM    MM
2016 03 05 02 04  20 12.0 15.0   2.4     8    MM  MM 1018.3  -1.9   4.9    MM  1.6   MM    MM
2016 03 05 01 04  20 11.0 14.0   2.2     6    MM  MM 1019.2  -1.9   4.9    MM  1.6   MM    MM
2016 03 05 00 04  30 13.0 15.0   2.5     6    MM  MM 1018.8  -1.9   4.9    MM  1.6   MM    MM
