#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 03 15 12 50  90  9.0 10.0   2.2     8   5.8 128 1017.3   4.6   4.4   4.0   MM -0.4    MM
2016 03 15 11 50 100  8.0 10.0   2.2     7   5.6 122 1017.8   4.8   4.4   3.6   MM -0.6    MM
2016 03 15 10 50 110 10.0 12.0   2.2     8   5.4 120 1017.4   4.9   4.4   3.5   MM -1.5    MM
2016 03 15 09 50 110 10.0 13.0   2.1     8   5.5 124 1017.7   4.7   4.4   3.3   MM -2.1    MM
2016 03 15 08 50 110 10.0 12.0   2.0     7   5.3 131 1018.4   4.3   4.4   3.4   MM -2.8    MM
2016 03 15 07 50 110 10.0 12.0   1.8     7   5.0 129 1018.9   4.4   4.4   3.2   MM -3.1    MM
2016 03 15 06 50 110 11.0 12.0   1.8     7   5.0 134 1019.8   4.1   4.5   2.9   MM -3.0    MM
2016 03 15 05 50 110  9.0 11.0   1.7     7   5.2 138 1021.2   4.0   4.5   2.5   MM -2.2    MM
2016 03 15 04 50 110  9.0 11.0   1.7     6   5.0 131 1022.0   3.9   4.5   2.1   MM -2.1    MM
2016 03 15 03 50 110  9.0 10.0   1.7     6   4.9 139 1022.8   3.6   4.4   1.7   MM -1.7    MM
2016 03 15 02 50 110  8.0 10.0   1.4     6   4.6 121 1023.4   3.5   4.5   1.0   MM -1.3    MM
2016 03 15 01 50 110  8.0  9.0   1.3     5   4.5 121 1024.1   3.4   4.5   0.1   MM -1.0    MM
2016 03 15 00 50 110  8.0 10.0   1.2     5   4.4 117 1024.5   3.2   4.5  -0.4   MM -1.1    MM
2016 03 14 23 50 110  8.0 10.0   1.2     5   4.3 120 1024.7   3.0   4.5  -0.6   MM -1.2    MM
2016 03 14 22 50 120  7.0  9.0   1.1     5   4.3 117 1025.1   3.2   4.5  -1.0   MM -1.0    MM
2016 03 14 21 50 120  8.0  9.0   1.1     6   4.4 113 1025.6   3.1   4.5  -1.5   MM -1.0    MM
2016 03 14 20 50 130  7.0  8.0   1.1     5   4.3  98 1025.9   3.0   4.5  -1.9   MM -1.7    MM
2016 03 14 19 50 110  7.0  8.0   1.0     6   4.3  98 1026.1   2.7   4.5  -2.3   MM -2.4    MM
2016 03 14 18 50 110  7.0  8.0   1.0     5   4.3  94 1026.6   2.7   4.5  -2.5   MM -2.1    MM
2016 03 14 17 50 120  7.0  8.0   1.0     6   4.1 110 1027.6   2.9   4.5  -2.5   MM -0.9    MM
2016 03 14 16 50 120  7.0  8.0   1.0     6   4.2  90 1028.5   3.0   4.5  -2.5   MM +0.0    MM
2016 03 14 15 50 110  7.0  9.0   1.0     6   4.3  88 1028.7   3.0   4.5  -2.5   MM +0.3    MM
2016 03 14 14 50 110  7.0  9.0   1.1     6   4.4  92 1028.5   3.1   4.4  -2.4   MM +0.0    MM
2016 03 14 13 50  30  8.0  9.0   1.1     7   4.5  85 1028.5   1.4   4.5  -3.8   MM +0.4    MM
2016 03 14 12 50  30  7.0  9.0   1.2     6   4.7  82 1028.4   1.6   4.4  -4.1   MM +0.7    MM
2016 03 14 11 50  60  7.0  8.0   1.3     6   4.7  89 1028.6   2.3   4.4  -3.8   MM +1.3    MM
2016 03 14 10 50  60  7.0  9.0   1.3     6   4.6  94 1028.1   2.2   4.4  -4.9   MM +2.0    MM
2016 03 14 09 50  70  7.0  8.0   1.3     5   4.3  91 1027.7   2.3   4.5  -5.9   MM +2.2    MM
2016 03 14 08 50  60  8.0  9.0   1.3     5   4.3  86 1027.3   2.4   4.6  -7.6   MM +2.4    MM
2016 03 14 07 50  60  9.0 10.0   1.2     5   4.2  85 1026.1   2.8   4.6  -5.9   MM +1.8    MM
2016 03 14 06 50  70 10.0 11.0   1.0     4   3.8  83 1025.5   3.4   4.6  -5.0   MM +1.4    MM
2016 03 14 05 50  60 11.0 13.0   0.9     4   3.7  78 1024.9   4.0   4.6  -5.1   MM +1.6    MM
2016 03 14 04 50  50  9.0 10.0   0.6     3   3.4  52 1024.3   5.1   4.6  -4.1   MM +1.7    MM
2016 03 14 03 50  30  7.0  8.0   0.5     3   3.4  39 1024.1   5.7   4.7  -3.5   MM +2.7    MM
2016 03 14 02 50  30  7.0  8.0   0.4     9   4.1  98 1023.3   6.3   4.7  -2.9   MM +3.1    MM
2016 03 14 01 50  30  6.0  7.0   0.3     8   4.7 100 1022.6   6.8   4.7  -2.6   MM +3.4    MM
2016 03 14 00 50  20  7.0  8.0   0.3     9   7.1  95 1021.4   7.9   4.7  -4.2   MM +3.3    MM
2016 03 13 23 50 360  5.0  5.0   0.3     9   6.1 118 1020.2   8.2   4.7  -2.0   MM +3.3    MM
2016 03 13 22 50 330  5.0  6.0   0.3    10   4.8 103 1019.2   9.0   4.7  -2.8   MM +3.4    MM
2016 03 13 21 50 330  4.0  5.0   0.3    10   3.6  23 1018.1   8.8   4.7  -1.9   MM +2.5    MM
2016 03 13 20 50 340  6.0  7.0   0.4    10   3.5  78 1016.9  10.0   4.7  -4.6   MM +1.6    MM
2016 03 13 19 50 330  8.0  9.0   0.4     3   3.4 339 1015.8  10.0   4.7  -4.4   MM +0.5    MM
2016 03 13 18 50 330  6.0  7.0   0.4     3   3.4 337 1015.6   9.8   4.6  -5.1   MM +0.7    MM
2016 03 13 17 50 330  8.0 10.0   0.5     3   3.5 331 1015.3   9.9   4.6  -6.3   MM +0.0    MM
2016 03 13 16 50 320  7.0  8.0   0.5     3   3.5 321 1015.3   9.2   4.5  -4.7   MM +0.7    MM
2016 03 13 15 50 310  9.0 11.0   0.6     3   3.5 324 1014.9   8.9   4.4  -6.0   MM +1.0    MM
2016 03 13 14 50 320  9.0 10.0   0.6     8   3.7 131 1015.1   7.6   4.3  -3.6   MM +2.2    MM
2016 03 13 13 50 320 10.0 13.0   0.6     6   3.7 160 1014.6   7.8   4.2  -5.2   MM +2.7    MM
2016 03 13 12 50 310  9.0 12.0   0.8     6   3.7 163 1013.9   7.4   4.2  -2.6   MM +3.9    MM
2016 03 13 11 50 320 11.0 14.0   0.8     6   3.6 159 1012.9   8.3   4.2  -2.2   MM +3.7    MM
2016 03 13 10 50 320  5.0  8.0   0.8     6   4.7 152 1011.9   8.5   4.2   0.5   MM +3.2    MM
2016 03 13 09 50 270  3.0  4.0   0.8     6   4.8 174 1010.0   6.6   4.2   1.8   MM +1.0    MM
2016 03 13 08 50 240  5.0  6.0   0.9     6   4.8 170 1009.2   7.7   4.2   0.0   MM -0.0    MM
2016 03 13 07 50 250  5.0  6.0   1.1     6   4.8 165 1008.7   7.1   4.2   0.7   MM +0.0    MM
2016 03 13 06 50 250  4.0  5.0   1.2     7   4.9 150 1009.0   6.9   4.3   1.3   MM +0.3    MM
2016 03 13 05 50 240  5.0  6.0   1.3     6   5.0 155 1009.0   7.1   4.2   1.1   MM +0.3    MM
2016 03 13 04 50 240  7.0  8.0   1.4     6   5.1 166 1008.6   6.7   4.3   2.6   MM -0.8    MM
2016 03 13 03 50 240  7.0  7.0   1.3     7   4.8 145 1008.7   6.9   4.3   2.6   MM -1.3    MM
2016 03 13 02 50 220  8.0  9.0   1.3     6   4.9 166 1008.7   6.3   4.3   3.3   MM -2.1    MM
2016 03 13 01 50 210  7.0  8.0   1.1     5   4.7 172 1009.4   6.1   4.3   3.5   MM -1.8    MM
2016 03 13 00 50 210  7.0  8.0   1.0     5   4.7 179 1010.0   6.4   4.3   3.1   MM -1.7    MM
2016 03 12 23 50 220  6.0  7.0   1.1     5   4.6 174 1010.8   6.4   4.4   2.8   MM -1.6    MM
2016 03 12 22 50 210  7.0  8.0   1.3     6   4.6 186 1011.2   6.5   4.4   3.0   MM   MM    MM
2016 03 12 21 50 200  6.0  7.0   1.4     5   4.6 189 1011.7   6.0   4.5   2.9   MM -4.9    MM
2016 03 12 20 50 190  9.0 11.0   1.4     5   4.6 196 1012.4   5.5   4.5   2.4   MM -5.9    MM
2016 03 12 18 50 200 10.0 11.0   1.3     5   4.3 203 1016.6   4.8   4.6   1.0   MM -5.7    MM
2016 03 12 17 50 210 11.0 13.0   1.1     4   4.1 202 1018.3   4.8   4.6  -0.7   MM -6.0    MM
2016 03 12 16 50 200 10.0 12.0   0.8     8   3.9 142 1019.6   4.6   4.6  -0.2   MM -5.5    MM
2016 03 12 15 50 200  9.0 11.0   0.6     8   4.4 133 1022.3   4.5   4.4  -0.3   MM -4.4    MM
2016 03 12 14 50 200  6.0  7.0   0.5     8   6.3 150 1024.3   3.8   4.3  -0.3   MM -3.3    MM
2016 03 12 13 50 180  4.0  5.0   0.6     9   6.8 162 1025.1   2.9   4.2  -1.3   MM -1.6    MM
2016 03 12 12 50 190  1.0  1.0   0.6     9   6.3 136 1026.7   3.6   4.1  -1.2   MM +0.8    MM
2016 03 12 11 50 270  4.0  5.0   0.6     9   6.1 136 1027.6   2.2   4.0  -1.6   MM +2.1    MM
2016 03 12 10 50 250  5.0  6.0   0.6    10   7.1 133 1026.7   2.5   4.0  -1.0   MM +0.5    MM
2016 03 12 09 50 250  4.0  4.0   0.6    11   6.9 111 1025.9   2.4   4.1  -1.6   MM -0.3    MM
2016 03 12 08 50 270  3.0  4.0   0.6    11   6.2 114 1025.5   2.5   4.3  -2.2   MM -0.3    MM
2016 03 12 07 50 320  3.0  5.0   0.6    10   5.3 136 1026.2   3.1   4.3  -2.6   MM +0.8    MM
2016 03 12 06 50 320  5.0  6.0   0.7     6   4.6 109 1026.2   3.7   4.3  -1.8   MM +0.4    MM
2016 03 12 05 50 330  7.0  8.0   0.7     7   4.8 125 1025.8   4.0   4.3  -1.8   MM +0.7    MM
2016 03 12 04 50 330  6.0  8.0   0.7     8   5.0 130 1025.4   3.6   4.3  -2.9   MM +0.9    MM
2016 03 12 03 50 330  6.0  7.0   0.8     7   4.7 136 1025.8   4.0   4.4  -2.7   MM +2.0    MM
2016 03 12 02 50 330  9.0 11.0   0.8     8   4.5 138 1025.1   4.4   4.4  -1.8   MM +2.6    MM
2016 03 12 01 50 320  9.0 11.0   0.8     6   5.1  93 1024.5   5.2   4.5  -1.2   MM +3.2    MM
2016 03 12 00 50 340  4.0  5.0   0.8     6   5.9  95 1023.8   5.9   4.6  -0.3   MM +3.7    MM
2016 03 11 23 50 240  2.0  4.0   0.8     6   5.8  87 1022.5   5.9   4.5   3.7   MM +3.2    MM
2016 03 11 22 50 230  4.0  5.0   0.9     6   5.7 100 1021.3   5.0   4.7   3.8   MM +2.9    MM
2016 03 11 21 50 210  3.0  4.0   0.9     6   5.5 111 1020.1   5.6   4.6   3.8   MM +2.8    MM
2016 03 11 20 50 220  2.0  3.0   1.0     7   5.4 106 1019.3   6.0   4.7   4.2   MM +2.1    MM
2016 03 11 19 50 200  3.0  4.0   1.0     6   5.2  96 1018.4   5.7   5.1   3.7   MM +1.0    MM
2016 03 11 18 50 190  2.0  2.0   1.1     6   5.2 109 1017.3   5.6   5.1   3.5   MM +0.3    MM
2016 03 11 17 50 190  3.0  3.0   1.2     7   5.4  99 1017.2   5.1   4.7   3.1   MM +0.6    MM
2016 03 11 16 50 180  1.0  2.0   1.3     7   5.4 108 1017.4   4.8   4.6   3.0   MM +1.6    MM
2016 03 11 15 50  30  3.0  4.0   1.1     7   5.6 101 1017.0   4.5   4.4   2.5   MM +2.0    MM
2016 03 11 14 50  10  5.0  6.0   1.0     6   5.4  87 1016.6   4.1   4.3   2.6   MM +3.2    MM
2016 03 11 13 50 360  5.0  6.0   0.8     6   4.9 109 1015.8   4.1   4.3   3.4   MM +3.2    MM
2016 03 11 12 50  10  6.0  7.0   0.8     8   5.2 112 1015.0   4.3   4.2   3.8   MM +3.6    MM
2016 03 11 11 50 360  4.0  5.0   0.9     6   5.3  89 1013.4   4.4   4.2   4.1   MM +2.2    MM
2016 03 11 10 50  10  3.0  3.0   0.9    11   5.2 110 1012.6   4.5   4.2   4.4   MM +1.6    MM
2016 03 11 09 50  30  3.0  4.0   0.9    11   5.1 119 1011.4   4.6   4.4   4.5   MM +1.0    MM
2016 03 11 08 50  30  2.0  3.0   1.0     6   5.0  90 1011.2   4.7   4.4   4.5   MM +1.2    MM
2016 03 11 07 50 330  3.0  3.0   1.0     5   4.6  93 1011.0   4.5   4.4   4.3   MM +1.3    MM
2016 03 11 06 50  10  6.0  7.0   1.2     6   4.7  98 1010.4   4.7   4.4   4.4   MM -0.3    MM
2016 03 11 05 50  10  4.0  4.0   1.2     6   4.6 103 1010.0   4.3   4.4   3.9   MM -1.8    MM
2016 03 11 04 50  50  6.0  8.0   1.1     5   4.4  84 1009.7   4.7   4.4   4.4   MM -2.0    MM
2016 03 11 03 50  40  6.0  7.0   1.2     5   4.5  80 1010.7   4.9   4.4   4.7   MM +0.0    MM
2016 03 11 02 50 360  7.0  8.0   1.2     5   4.4  57 1011.8   5.0   4.4   4.9   MM +0.6    MM
2016 03 11 01 50  20  9.0 12.0   1.1     5   4.2  58 1011.7   4.2   4.4   4.1   MM +0.6    MM
2016 03 11 00 50  50  9.0 11.0   1.0     4   4.2  64 1010.9   4.3   4.5   4.2   MM -0.7    MM
2016 03 10 23 50  80  9.0 11.0   0.9     8   4.3 103 1011.2   4.6   4.4   4.5   MM -0.9    MM
2016 03 10 22 50  80  9.0 10.0   0.8    10   5.1 107 1011.1   4.9   4.4   4.8   MM -1.6    MM
2016 03 10 21 50 110  5.0  5.0   0.8    10   6.0 119 1011.6   6.0   4.5   5.8   MM -1.4    MM
2016 03 10 20 50 130  4.0  4.0   0.8    10   6.0 130 1012.1   6.4   4.5   6.0   MM -1.1    MM
2016 03 10 19 50 100  3.0  3.0   0.8    11   5.5 115 1012.7   7.1   4.5   6.2   MM -1.3    MM
2016 03 10 18 50 100  2.0  3.0   0.8     5   5.3 161 1013.0   6.7   4.5   5.6   MM -0.9    MM
2016 03 10 17 50 160  4.0  4.0   0.8     6   5.2 165 1013.2   8.0   4.4   6.4   MM -1.0    MM
2016 03 10 16 50 150  3.0  4.0   0.8     6   5.3 160 1014.0   9.0   4.3   6.6   MM +0.0    MM
2016 03 10 15 50 160  3.0  4.0   0.8     9   5.2 115 1013.9   8.4   4.2   6.1   MM +0.3    MM
2016 03 10 14 50 180  2.0  2.0   0.9    11   5.4 125 1014.2   6.7   4.1   5.1   MM +1.1    MM
2016 03 10 13 50  60  3.0  3.0   0.9     9   5.4  98 1013.9  11.8   4.1   9.4   MM +1.6    MM
2016 03 10 12 50 100  1.0  2.0   0.9     5   5.5 168 1013.6  10.0   4.1   6.9   MM +1.9    MM
2016 03 10 11 50 230  3.0  3.0   1.0     9   6.0 101 1013.1   9.6   4.1   7.1   MM +2.1    MM
2016 03 10 10 50 310  3.0  3.0   1.1     6   6.0 151 1012.3  11.5   4.1   8.2   MM +2.3    MM
2016 03 10 09 50 260  4.0  5.0   1.2    10   5.9 111 1011.7   9.9   4.1   5.8   MM +1.8    MM
2016 03 10 08 50 240  3.0  4.0   1.2     6   5.6 148 1011.0   9.5   4.1   4.4   MM +1.0    MM
2016 03 10 07 50 240  6.0  7.0   1.2     6   5.7 144 1010.0   8.8   4.1   4.0   MM +0.0    MM
2016 03 10 06 50 230  6.0  7.0   1.2     6   5.4 156 1009.9  10.3   4.1   4.2   MM +0.6    MM
2016 03 10 05 50 250  4.0  5.0   1.3     6   5.4 152 1010.0  11.4   4.1   4.9   MM +1.3    MM
2016 03 10 04 50 290  2.0  3.0   1.3     6   5.2 153 1009.8   7.1   4.2   4.3   MM +0.5    MM
2016 03 10 03 50 220  8.0  8.0   1.5     6   5.2 163 1009.3   7.3   4.2   4.4   MM -0.3    MM
2016 03 10 02 50 210  7.0  8.0   1.5     6   5.2 149 1008.7   7.5   4.1   4.7   MM -1.3    MM
2016 03 10 01 50 210  7.0  8.0   1.6     6   5.3 159 1009.3   7.5   4.1   4.6   MM -0.8    MM
2016 03 10 00 50 210  8.0  9.0   1.7     6   5.6 161 1009.6   7.6   4.1   4.8   MM -1.3    MM
2016 03 09 23 50 210  9.0 10.0   1.8    10   5.7 103 1010.0   7.5   4.1   4.9   MM -1.7    MM
2016 03 09 22 50 210  9.0 10.0   1.8     6   5.7 149 1010.1   8.4   4.1   4.8   MM -2.1    MM
2016 03 09 21 50 210  8.0  9.0   1.6     6   5.8 155 1010.9   8.5   4.1   5.0   MM -1.9    MM
2016 03 09 20 50 210  5.0  6.0   1.7    10   5.9 110 1011.7   7.6   4.1   4.7   MM -1.7    MM
2016 03 09 19 50 210  7.0  8.0   1.5     6   5.4 156 1012.2   8.3   4.3   4.9   MM -1.8    MM
2016 03 09 18 50 190  5.0  6.0   1.5     6   5.6 160 1012.8   7.0   4.2   4.9   MM -2.0    MM
2016 03 09 17 50 200  6.0  7.0   1.4     6   5.1 154 1013.4   6.6   4.1   5.0   MM -2.2    MM
2016 03 09 16 50 210  8.0  9.0   1.4     6   5.2 167 1014.0   6.8   4.1   5.2   MM -2.4    MM
2016 03 09 15 50 210  7.0  9.0   1.4     5   5.0 161 1014.8   5.9   4.0   4.9   MM -2.4    MM
2016 03 09 14 50 200  7.0  8.0   1.5     6   5.0 167 1015.6   5.8   4.0   4.8   MM -1.6    MM
2016 03 09 13 50 210  8.0  9.0   1.4     5   4.8 166 1016.4   5.2   3.9   4.5   MM -1.9    MM
2016 03 09 12 50 200  9.0 11.0   1.5     5   5.0 170 1017.2   5.1   3.9   4.0   MM -2.0    MM
2016 03 09 11 50 200 11.0 13.0   1.4     5   4.8 174 1017.2   5.1   3.9   3.8   MM -2.0    MM
2016 03 09 10 50 200  8.0 10.0   1.3    10   5.2  81 1018.3   5.0   3.8   3.4   MM -0.9    MM
2016 03 09 09 50 200  8.0  9.0   1.3    11   5.0 111 1019.2   4.9   3.8   3.5   MM -1.2    MM
2016 03 09 08 50 200  8.0 10.0   1.2    11   4.9 128 1019.2   4.9   3.7   3.8   MM -0.9    MM
2016 03 09 07 50 190  7.0  8.0   1.1    11   4.9 118 1019.2   4.8   3.8   3.8   MM -1.2    MM
2016 03 09 06 50 200  7.0  8.0   0.9    12   4.6  96 1020.4   4.9   3.8   3.7   MM -0.9    MM
2016 03 09 05 50 190  7.0  8.0   0.8    11   4.7 123 1020.1   5.0   3.8   3.8   MM -1.9    MM
2016 03 09 04 50 190  6.0  7.0   0.7     8   4.4 151 1020.4   4.9   3.8   3.5   MM -1.8    MM
2016 03 09 03 50 190  5.0  6.0   0.7     8   5.1 170 1021.3   4.9   3.7   3.4   MM -0.5    MM
2016 03 09 02 50 200  5.0  5.0   0.7     8   5.7 159 1022.0   4.7   3.8   3.2   MM +0.6    MM
2016 03 09 01 50 210  5.0  6.0   0.7     8   5.7 139 1022.2   4.7   3.8   3.1   MM +0.8    MM
2016 03 09 00 50 190  3.0  3.0   0.7    10   6.2 109 1021.8   4.6   3.8   2.9   MM +1.0    MM
2016 03 08 23 50 190  3.0  3.0   0.6    11   6.2 126 1021.4   4.4   4.0   3.1   MM +0.6    MM
2016 03 08 22 50 180  2.0  3.0   0.5    10   5.8 111 1021.4   4.5   4.2   2.6   MM +0.9    MM
2016 03 08 21 50 190  3.0  4.0   0.5    10   6.0 139 1020.8   5.1   4.1   2.6   MM +0.0    MM
2016 03 08 20 50 190  4.0  4.0   0.5     7   5.9 151 1020.8   5.1   4.1   2.8   MM -0.3    MM
2016 03 08 19 50 190  4.0  5.0   0.5    10   6.2 109 1020.5   5.0   4.3   2.7   MM -0.8    MM
2016 03 08 18 50 200  4.0  5.0   0.4     7   6.0 154 1020.7   4.9   4.5   2.1   MM -0.8    MM
2016 03 08 17 50 200  3.0  4.0   0.4     8   5.6 149 1021.1   4.8   4.7   1.6   MM -0.3    MM
2016 03 08 16 50 210  3.0  3.0   0.4     6   5.1 156 1021.3   4.5   4.1   1.7   MM +0.3    MM
2016 03 08 15 50 230  1.0  1.0   0.4     6   5.3 159 1021.5   4.5   3.9   2.0   MM +0.5    MM
2016 03 08 14 50 270  1.0  2.0   0.4     5   5.1 131 1021.4   3.6   3.8   1.5   MM +0.9    MM
2016 03 08 13 50 340  1.0  1.0   0.5     5   4.9 139 1021.0   3.1   3.6   0.9   MM +1.1    MM
2016 03 08 12 50 300  2.0  2.0   0.6     6   5.1 141 1021.0   2.9   3.5   0.9   MM +1.7    MM
2016 03 08 11 50 270  3.0  3.0   0.6     6   5.2 126 1020.5   2.1   3.3   0.8   MM +1.5    MM
2016 03 08 10 50 270  3.0  3.0   0.6     6   5.2 135 1019.9   1.9   3.3   0.7   MM +1.6    MM
2016 03 08 09 50 270  2.0  3.0   0.6     6   5.1 124 1019.3   1.9   3.2   0.6   MM +1.1    MM
2016 03 08 08 50 270  2.0  2.0   0.7     6   5.0 154 1019.0   2.1   3.2   0.7   MM +1.2    MM
2016 03 08 07 50 310  1.0  2.0   0.8     6   5.1 142 1018.3   2.1   3.2   0.5   MM +0.7    MM
2016 03 08 06 50 320  2.0  2.0   0.9     7   5.4 152 1018.2   2.3   3.2   0.5   MM +1.1    MM
2016 03 08 05 50 270  3.0  3.0   1.0     7   5.4 156 1017.8   2.6   3.3   0.6   MM +0.9    MM
2016 03 08 04 50 310  2.0  3.0   1.0     7   5.3 154 1017.6   2.9   3.5   0.3   MM +1.1    MM
2016 03 08 03 50 300  4.0  5.0   1.2     7   5.6 157 1017.1   3.3   3.6   0.5   MM +0.8    MM
2016 03 08 02 50 300  3.0  4.0   1.3     7   5.6 152 1016.9   3.0   3.5   0.5   MM +0.9    MM
2016 03 08 01 50 270  2.0  3.0   1.4     7   5.7 144 1016.5   3.1   3.5   0.7   MM +1.0    MM
2016 03 08 00 50 280  4.0  5.0   1.2     7   5.3 153 1016.3   3.3   3.5   1.2   MM +1.1    MM
2016 03 07 23 50 250  4.0  5.0   1.3     7   5.3 146 1016.0   3.5   3.5   0.9   MM +0.7    MM
2016 03 07 22 50 250  5.0  6.0   1.2     7   5.4 160 1015.5   3.4   3.5   0.8   MM -0.0    MM
2016 03 07 21 50 240  4.0  5.0   1.2     7   5.4 163 1015.2   3.5   3.4   0.1   MM +0.0    MM
2016 03 07 20 50 230  4.0  4.0   1.4     6   5.3 171 1015.3   3.5   3.5  -0.1   MM -1.4    MM
2016 03 07 19 50 230  5.0  6.0   1.5     6   5.5 177 1015.5   3.5   3.6   0.2   MM -0.4    MM
2016 03 07 18 50 200  3.0  4.0   1.5     7   5.1 163 1015.2   2.3   3.6   0.5   MM -1.4    MM
2016 03 07 17 50 240  6.0  8.0   1.9     7   5.3 181 1016.7   3.2   3.6   0.8   MM -1.0    MM
2016 03 07 16 50 210 11.0 14.0   1.8     6   4.9 188 1015.9   4.1   3.5  -0.3   MM -4.2    MM
2016 03 07 15 50 210 12.0 15.0   1.7     6   4.8 197 1016.6   3.8   3.4  -1.3   MM -4.9    MM
2016 03 07 14 50 200 12.0 15.0   1.4     6   4.7 180 1017.7   3.4   3.3  -1.8   MM -4.5    MM
2016 03 07 13 50 210 11.0 13.0   1.5     6   4.5 181 1020.1   3.0   3.2  -2.3   MM -2.6    MM
2016 03 07 12 50 220 10.0 12.0   1.2     5   4.4 182 1021.5   3.1   3.2  -1.7   MM -1.8    MM
2016 03 07 11 50 210  9.0 11.0   1.2     5   4.5 184 1022.2   3.0   3.1  -1.7   MM -1.1    MM
2016 03 07 10 50 210  9.0 10.0   1.2     5   4.5 195 1022.7   2.8   3.1  -1.7   MM -1.1    MM
2016 03 07 09 50 220  8.0 10.0   1.2     5   4.6 195 1023.3   2.7   3.1  -1.9   MM -1.3    MM
2016 03 07 08 50 220  9.0 10.0   1.1     5   4.8 178 1023.3   2.6   3.2  -1.9   MM -1.8    MM
2016 03 07 07 50 220  7.0  9.0   1.0    10   4.9 114 1023.8   2.5   3.2  -2.6   MM -1.0    MM
2016 03 07 06 50 220  8.0  9.0   1.0    11   4.4 111 1024.6   2.2   3.6  -1.9   MM -0.4    MM
2016 03 07 05 50 240  6.0  7.0   1.0    10   4.5 105 1025.1   2.2   3.7  -2.5   MM -0.0    MM
2016 03 07 04 50 210  8.0  9.0   0.9    11   4.8 111 1024.8   2.8   3.7  -3.1   MM -0.5    MM
2016 03 07 03 50 210  6.0  7.0   0.9    11   5.0 117 1025.0   2.7   3.7  -3.6   MM +0.0    MM
2016 03 07 02 50 200  6.0  7.0   0.8    11   4.7 111 1025.2   2.5   3.7  -4.1   MM +0.0    MM
2016 03 07 01 50 210  6.0  7.0   0.8    11   5.1  99 1025.3   2.4   3.8  -4.1   MM +0.6    MM
2016 03 07 00 50 200  6.0  7.0   0.9    11   5.8 120 1025.1   2.3   3.7  -4.6   MM +0.7    MM
2016 03 06 23 50 200  6.0  8.0   1.0    12   5.9  74 1025.0   2.1   3.7  -5.4   MM +0.3    MM
2016 03 06 22 50 190  6.0  7.0   1.1    12   6.7  92 1024.7   1.9   3.7  -6.9   MM -0.4    MM
2016 03 06 21 50 180  6.0  7.0   1.2    12   7.4  89 1024.4   2.0   3.7  -6.9   MM -0.7    MM
2016 03 06 20 50 180  5.0  6.0   1.2    11   8.0 105 1024.7   1.8   3.8  -7.2   MM -0.8    MM
2016 03 06 19 50 180  4.0  6.0   1.4    12   8.7  96 1025.1   1.5   3.9  -8.2   MM -1.1    MM
2016 03 06 18 50 160  4.0  5.0   1.7    11   9.5 100 1025.1   1.0   4.0  -8.4   MM -1.1    MM
2016 03 06 17 50 160  3.0  4.0   1.7    11   9.2 104 1025.5   0.8   4.1 -10.6   MM -0.6    MM
2016 03 06 16 50  90  1.0  2.0   1.3    12   8.7 102 1026.2   0.6   4.0 -13.4   MM +0.4    MM
2016 03 06 15 50  20  2.0  3.0   1.4    12   8.8 103 1026.2  -0.1   3.7 -10.1   MM +0.7    MM
2016 03 06 14 50  20  3.0  4.0   1.5    11   8.8  98 1026.1  -0.2   3.6 -10.3   MM +1.1    MM
2016 03 06 13 50  40  3.0  5.0   1.5    12   8.3  99 1025.8  -0.2   3.5  -9.9   MM +1.2    MM
2016 03 06 12 50  30  5.0  6.0   1.8    12   8.8  85 1025.5  -0.3   3.5  -9.8   MM +1.3    MM
2016 03 06 11 50  20  5.0  6.0   1.9    13   8.6  92 1025.0  -0.3   3.5 -10.4   MM +1.2    MM
2016 03 06 10 50  20  5.0  7.0   1.9    13   8.4  92 1024.6  -0.4   3.5 -10.9   MM +0.7    MM
2016 03 06 09 50  20  6.0  7.0   2.1    12   9.6  85 1024.2  -0.2   3.4  -9.8   MM +0.6    MM
2016 03 06 08 50  50  3.0  5.0   2.3    12   9.8  95 1023.8   0.4   3.3 -13.2   MM +0.4    MM
2016 03 06 07 50  80  2.0  4.0   2.6    11   9.9  94 1023.9   0.4   3.3 -13.9   MM +0.7    MM
2016 03 06 06 50 100  3.0  5.0   2.9    12  10.4 101 1023.6   0.4   3.4 -13.2   MM +0.7    MM
2016 03 06 05 50  60  3.0  4.0   2.5    11   9.7  91 1023.4   0.4   3.6 -13.0   MM +0.7    MM
2016 03 06 04 50  70  1.0  2.0   2.6    12   9.7 104 1023.2   0.4   3.7 -13.4   MM +0.7    MM
2016 03 06 03 50  60  2.0  3.0   2.3    12   9.5 101 1022.9   0.5   3.7 -13.0   MM +1.0    MM
2016 03 06 02 50  30  1.0  2.0   2.8    12  10.1  82 1022.7   0.5   3.7 -15.1   MM +1.1    MM
2016 03 06 01 50  MM  0.0  2.0   2.4    12   9.7 112 1022.5   0.5   3.7 -16.0   MM +1.3    MM
2016 03 06 00 50  60  2.0  3.0   2.6    11   9.5  95 1021.9   0.4   3.7 -15.7   MM +1.2    MM
2016 03 05 23 50 360  3.0  4.0   2.1    12   8.5 103 1021.6   0.5   3.7 -16.4   MM +1.3    MM
