#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 03 05 22 50 360  4.0  5.0   2.4    12   8.9  99 1021.2   0.5   3.6 -15.8   MM +0.8    MM
2016 03 05 21 50 360  4.0  6.0   2.5    11   8.4 116 1020.7   0.4   3.7 -16.9   MM -0.0    MM
2016 03 05 20 50 360  6.0  8.0   2.1    11   7.5  98 1020.3   0.2   3.7 -15.9   MM -0.5    MM
2016 03 05 19 50 350  7.0  9.0   2.5    11   7.8 108 1020.4  -0.2   3.7 -16.1   MM -0.8    MM
2016 03 05 18 50 340  8.0 10.0   2.5     9   7.4  89 1020.5  -1.1   3.7 -15.7   MM -1.1    MM
2016 03 05 17 50 340  8.0 11.0   2.5    11   7.2 112 1020.8  -1.8   3.8 -14.9   MM -0.8    MM
2016 03 05 16 50 340  8.0 10.0   2.5    10   7.0  99 1021.2  -2.7   3.8 -14.6   MM -0.4    MM
2016 03 05 15 50 350  9.0 11.0   2.5    10   6.4 115 1021.6  -3.4   3.8 -14.2   MM +0.0    MM
2016 03 05 14 50 350 10.0 13.0   2.2     9   6.1  86 1021.6  -4.0   3.8 -12.9   MM +1.3    MM
2016 03 05 13 50 350 10.0 12.0   2.2     8   5.9  91 1021.6  -4.6   3.8 -11.8   MM +2.4    MM
2016 03 05 12 50 350 10.0 12.0   2.2     8   5.9  96 1021.4  -4.8   3.8 -10.9   MM +3.0    MM
2016 03 05 11 50 350 11.0 14.0   2.1     9   5.7 117 1020.3  -4.8   3.9 -11.7   MM +1.7    MM
2016 03 05 10 50 350 11.0 14.0   2.0     8   5.4  94 1019.2  -4.3   3.9 -11.2   MM +0.4    MM
2016 03 05 09 50 360 11.0 14.0   2.2     8   5.6  99 1018.4  -3.8   3.9  -9.9   MM -0.6    MM
2016 03 05 08 50 350 11.0 14.0   2.0     8   5.4 119 1018.6  -3.8   3.9  -9.9   MM -0.9    MM
2016 03 05 07 50 360 11.0 13.0   1.9     8   5.2  96 1018.8  -3.2   3.9 -10.5   MM -0.4    MM
2016 03 05 06 50 350 11.0 13.0   1.6     8   5.0 135 1019.0  -3.2   3.9  -9.5   MM -1.0    MM
2016 03 05 05 50 360 10.0 12.0   1.6     7   4.9  93 1019.5  -2.9   4.0  -8.6   MM -0.3    MM
2016 03 05 04 50 350 10.0 12.0   1.6     7   5.0  96 1019.2  -2.8   4.0  -7.3   MM -1.2    MM
2016 03 05 03 50 360 10.0 12.0   1.7     7   5.0  97 1020.0  -2.6   4.1  -6.7   MM -0.8    MM
2016 03 05 02 50 360 10.0 11.0   1.7     7   5.0 101 1019.8  -2.8   4.1  -6.6   MM -1.3    MM
2016 03 05 01 50  10 10.0 11.0   1.7     7   5.0 101 1020.4  -2.7   4.1  -6.0   MM -1.0    MM
2016 03 05 00 50  10 10.0 11.0   1.8     7   5.1 111 1020.8  -2.9   4.2  -5.7   MM -0.8    MM
2016 03 04 23 50  20 10.0 12.0   1.6     7   4.9 102 1021.1  -3.0   4.2  -4.9   MM -1.2    MM
2016 03 04 22 50  20 11.0 13.0   1.6     6   4.8  95 1021.4  -3.2   4.3  -4.9   MM -1.3    MM
2016 03 04 21 50  30 10.0 12.0   1.6     6   4.8  97 1021.6  -3.2   4.2  -4.7   MM -1.2    MM
2016 03 04 20 50  30 10.0 12.0   1.5     6   4.6  84 1022.3  -3.5   4.2  -4.8   MM -1.2    MM
2016 03 04 19 50  30 11.0 13.0   1.5     5   4.5  67 1022.7  -3.5   4.1  -5.1   MM -1.4    MM
2016 03 04 18 50  30 11.0 13.0   1.4     5   4.4  71 1022.8  -3.5   4.0  -4.7   MM -2.2    MM
2016 03 04 17 50  30 11.0 13.0   1.4     5   4.4  73 1023.5  -3.7   4.0  -5.2   MM -1.9    MM
2016 03 04 16 50  30 11.0 13.0   1.3     5   4.3  71 1024.1  -3.8   4.0  -5.5   MM -1.7    MM
2016 03 04 15 50  40 10.0 12.0   1.1     4   4.0  72 1025.0  -3.7   4.1  -6.1   MM -0.5    MM
2016 03 04 14 50  60  8.0 11.0   0.9    10   4.0 127 1025.4  -3.4   4.2  -6.9   MM +0.0    MM
2016 03 04 13 50  70  7.0  9.0   0.8     4   3.8  67 1025.8  -3.5   4.2  -7.4   MM +0.7    MM
2016 03 04 12 50  20  8.0 10.0   0.7    10   3.8 127 1025.5  -5.5   4.2 -10.2   MM +0.5    MM
2016 03 04 11 50  30  8.0 10.0   0.7     4   3.7  63 1025.3  -6.1   4.2 -11.0   MM +0.6    MM
2016 03 04 10 50  30  8.0 10.0   0.6    10   3.7 110 1025.1  -6.0   4.1 -11.7   MM -0.0    MM
2016 03 04 09 50  40  7.0  9.0   0.6    10   4.0 107 1025.0  -5.7   4.1 -11.1   MM -0.9    MM
2016 03 04 08 50  50  6.0  9.0   0.5    11   4.4 155 1024.7  -5.3   4.1 -12.4   MM -1.6    MM
2016 03 04 07 50  60  4.0  6.0   0.5    11   5.7 139 1025.2  -4.8   4.0 -12.9   MM -0.7    MM
2016 03 04 06 50  40  4.0  5.0   0.6    10   5.3 143 1025.9  -4.8   4.0 -13.1   MM +0.5    MM
2016 03 04 05 50  50  3.0  5.0   0.5     9   4.8 152 1026.3  -4.9   3.9 -13.8   MM +1.0    MM
2016 03 04 04 50  40  3.0  5.0   0.6    10   4.9 171 1025.9  -4.9   4.0 -14.9   MM +0.9    MM
2016 03 04 03 50 360  5.0  7.0   0.6    10   5.8 145 1025.4  -4.5   4.0 -14.4   MM +1.1    MM
2016 03 04 02 50 350  6.0  7.0   0.5    11   6.5 125 1025.3  -4.3   4.0 -15.6   MM +1.2    MM
2016 03 04 01 50 320  6.0  8.0   0.5    11   4.9 127 1025.0  -3.9   4.1 -17.1   MM +1.9    MM
2016 03 04 00 50 310  8.0  9.0   0.6    11   4.5 143 1024.3  -3.9   4.0 -17.3   MM +1.9    MM
2016 03 03 23 50 280  9.0 11.0   0.6    11   3.7 156 1024.1  -3.6   4.1 -16.8   MM +2.4    MM
2016 03 03 22 50 260  9.0 11.0   0.7     3   3.7 243 1023.1  -3.2   4.2 -16.7   MM +2.1    MM
2016 03 03 21 50 250  8.0 11.0   0.6    11   3.7 120 1022.4  -3.0   4.2 -15.9   MM +1.1    MM
2016 03 03 20 50 250  7.0 10.0   0.5    11   4.1  87 1021.7  -2.4   4.2 -14.6   MM +0.9    MM
2016 03 03 19 50 270  6.0  8.0   0.6    11   4.3 140 1021.0  -3.0   4.2 -18.1   MM +0.0    MM
2016 03 03 18 50 300  4.0  8.0   0.6    11   4.1 263 1021.3  -3.8   4.2 -19.1   MM +0.4    MM
2016 03 03 17 50 310  8.0 12.0   0.7    11   4.1  88 1020.8  -4.2   4.3 -19.1   MM -0.3    MM
2016 03 03 16 50 310  8.0 10.0   0.7    10   3.8 141 1021.1  -5.0   4.2 -19.7   MM +0.6    MM
2016 03 03 15 50 280  7.0 10.0   0.7    11   3.9 135 1020.9  -5.8   4.2 -19.3   MM +0.5    MM
2016 03 03 14 50 290  7.0 10.0   0.8    11   4.2 120 1021.1  -7.1   4.1 -18.0   MM +1.6    MM
2016 03 03 13 50 290  8.0 10.0   0.8    10   4.5 133 1020.5  -7.4   4.1 -16.2   MM +2.1    MM
2016 03 03 12 50 290  6.0  8.0   0.7    11   4.5 145 1020.4  -8.2   4.0 -16.9   MM +3.2    MM
2016 03 03 11 50 300  6.0  8.0   0.7    11   4.9 122 1019.5  -8.2   4.0 -15.9   MM +3.3    MM
2016 03 03 10 50 320  6.0  9.0   0.7    10   4.7 123 1018.4  -8.5   4.0 -16.6   MM +2.9    MM
2016 03 03 09 50 320  5.0  8.0   0.8    10   4.8 124 1017.2  -8.1   4.0 -15.7   MM +2.2    MM
2016 03 03 08 50 320  6.0  8.0   0.7    11   4.4 122 1016.2  -7.5   4.0 -15.1   MM +2.4    MM
2016 03 03 07 50 310  8.0 11.0   0.8    11   4.2 136 1015.5  -7.0   4.1 -14.9   MM +2.7    MM
2016 03 03 06 50 300  9.0 12.0   0.8     8   4.1 114 1015.0  -6.6   4.1 -14.6   MM +3.2    MM
2016 03 03 05 50 300  9.0 12.0   0.9     8   4.2 127 1013.8  -6.3   4.2 -13.8   MM +3.4    MM
2016 03 03 04 50 300 10.0 12.0   0.9     9   4.3 120 1012.8  -6.0   4.2 -13.3   MM +3.4    MM
2016 03 03 03 50 300 10.0 13.0   1.0     8   4.4 139 1011.8  -5.5   4.2 -12.4   MM +4.3    MM
2016 03 03 02 50 300 11.0 13.0   1.0     8   4.3 136 1010.4  -4.9   4.2 -12.2   MM +5.3    MM
2016 03 03 01 50 320 10.0 11.0   1.2     8   4.7 136 1009.4  -3.9   4.3 -10.8   MM +5.6    MM
2016 03 03 00 50 320 10.0 13.0   1.3     8   5.0 129 1007.5  -2.2   4.3  -9.1   MM +6.1    MM
2016 03 02 23 50 320 12.0 14.0   1.5     8   5.3 130 1005.1  -0.6   4.3  -8.5   MM +5.6    MM
2016 03 02 22 50 300  8.0 11.0   1.5     8   5.5 126 1003.8   1.2   4.4  -5.9   MM +5.4    MM
2016 03 02 21 50 290 10.0 13.0   1.8     8   5.5 127 1001.4   2.3   4.5  -6.2   MM +4.3    MM
2016 03 02 20 50 270 12.0 15.0   2.1     8   5.8 131  999.5   2.7   4.5  -5.1   MM +3.0    MM
2016 03 02 19 50 270 13.0 16.0   2.0     9   5.7 131  998.4   3.3   4.4  -3.5   MM +2.3    MM
2016 03 02 18 50 270 10.0 12.0   2.2     8   6.3 129  997.1   4.9   4.4   0.3   MM +1.5    MM
2016 03 02 17 50 270 11.0 16.0   2.6     9   6.7 136  996.5   5.6   4.5   1.3   MM +0.9    MM
2016 03 02 16 50 260  9.0 12.0   3.0     9   7.0 129  996.1   5.7   4.5   3.1   MM +2.4    MM
2016 03 02 15 50 270  6.0  7.0   2.9     9   6.6 132  995.6   4.4   4.5   4.0   MM +1.6    MM
2016 03 02 14 50 240  6.0  7.0   3.7     9   6.8 144  995.6   6.1   4.5   5.7   MM +0.5    MM
2016 03 02 13 50 190 12.0 15.0   4.6     9   7.5 165  993.7   7.5   4.5   7.1   MM -3.6    MM
2016 03 02 12 50 180 13.0 15.0   3.9     8   6.6 159  994.0   7.9   4.5   7.3   MM -8.0    MM
2016 03 02 11 50 170 14.0 17.0   3.6     8   6.3 155  995.1   7.9   4.4   7.2   MM -8.7    MM
2016 03 02 10 50 170 14.0 17.0   3.3     7   6.2 143  997.3   7.1   4.3   6.2   MM -9.1    MM
2016 03 02 09 50 310  3.0  6.0   2.7     7   5.9 139 1002.0   5.4   4.3   4.5   MM -9.2    MM
2016 03 02 08 50 110 10.0 13.0   2.1     6   5.2 160 1003.8   4.5   4.3   3.3   MM -8.6    MM
2016 03 02 07 50 110 12.0 14.0   1.8     6   4.9 167 1006.4   3.6   4.3   2.2   MM -8.3    MM
2016 03 02 06 50 130  9.0 11.0   1.6     5   4.7 158 1011.2   3.6   4.3   1.1   MM -5.3    MM
2016 03 02 05 50 130 10.0 12.0   1.3     5   4.5 159 1012.4   3.7   4.3  -0.6   MM -5.6    MM
2016 03 02 04 50 150  9.0 11.0   1.0     4   4.3 149 1014.7   3.3   4.3  -1.5   MM -3.3    MM
2016 03 02 03 50 140  8.0 10.0   0.9     9   4.1 146 1016.5   2.8   4.2  -2.6   MM -2.2    MM
2016 03 02 02 50 150  7.0  8.0   0.8     9   4.5 140 1018.0   2.5   4.2  -4.7   MM -1.4    MM
2016 03 02 01 50 160  8.0  9.0   0.6     9   4.5 139 1018.0   2.2   4.2  -7.1   MM -1.2    MM
2016 03 02 00 50 150  5.0  7.0   0.6     9   7.1 147 1018.7   1.8   4.3 -11.4   MM -1.1    MM
2016 03 01 23 50 160  4.0  5.0   0.5    10   7.1 137 1019.4   1.4   4.2 -12.7   MM +0.0    MM
2016 03 01 22 50 130  3.0  4.0   0.6    10   6.7 153 1019.2   1.0   4.3 -12.5   MM -0.5    MM
2016 03 01 21 50 170  4.0  5.0   0.6    10   6.7 153 1019.8   0.8   4.4 -14.2   MM -0.6    MM
2016 03 01 20 50 170  4.0  5.0   0.7    10   7.2 155 1019.5   0.7   4.5 -13.7   MM -2.0    MM
2016 03 01 19 50 170  3.0  4.0   0.6    10   6.5 136 1019.7   0.2   4.6 -17.2   MM -2.1    MM
2016 03 01 18 50 110  1.0  2.0   0.7     9   5.5 153 1020.4  -0.2   4.4 -14.7   MM -1.4    MM
2016 03 01 17 50 140  3.0  5.0   0.7     9   6.4 155 1021.5  -1.7   4.4 -12.4   MM +0.9    MM
2016 03 01 16 50  90  2.0  3.0   0.7    10   5.8 153 1021.8  -2.6   4.3 -14.5   MM +2.1    MM
2016 03 01 15 50  20  2.0  3.0   0.7    10   5.7 151 1021.8  -3.1   4.1 -15.1   MM +3.1    MM
2016 03 01 14 50  10  4.0  6.0   0.7     9   4.5 146 1020.6  -3.3   4.0 -14.5   MM +3.7    MM
2016 03 01 13 50 350  6.0  8.0   0.7    10   4.2 151 1019.7  -2.8   4.2 -14.6   MM +4.9    MM
2016 03 01 12 50 340  7.0  8.0   0.7    10   3.8 151 1018.7  -2.1   4.2 -15.2   MM +6.1    MM
2016 03 01 11 50 310  9.0 12.0   0.8     9   4.3 155 1016.9  -1.4   4.1 -15.6   MM +7.5    MM
2016 03 01 10 50 300 10.0 12.0   1.0    10   4.4 133 1014.8  -0.5   4.1 -12.4   MM +8.0    MM
2016 03 01 09 50 300  9.0 12.0   1.2    10   4.5 139 1012.6   1.4   4.1  -8.3   MM +6.6    MM
2016 03 01 08 50 280 10.0 13.0   1.4     9   4.6 149 1009.4   4.8   4.0  -7.0   MM +4.0    MM
2016 03 01 07 50 270 12.0 15.0   1.2     9   5.1 156 1006.8   6.0   3.9  -3.0   MM +1.3    MM
2016 03 01 06 50 220  8.0  9.0   1.3     7   5.0 156 1006.0   5.4   3.9   1.0   MM +0.6    MM
2016 03 01 05 50 220  9.0 10.0   1.3     7   5.4 154 1005.4   5.5   3.9   0.3   MM +0.9    MM
2016 03 01 04 50 220  7.0  9.0   1.4     7   5.4 150 1005.5   5.6   3.9  -0.8   MM +2.0    MM
2016 03 01 03 50 270  9.0 11.0   1.4     7   4.5 140 1005.4   6.3   3.9  -2.3   MM +2.9    MM
2016 03 01 02 50 260 11.0 17.0   1.3     7   5.4 140 1004.5   6.8   3.9  -1.9   MM +3.0    MM
2016 03 01 01 50 240  6.0  8.0   1.3     7   5.7 142 1003.5   6.4   3.9   1.0   MM +3.7    MM
2016 03 01 00 50 270  8.0 11.0   1.4     7   5.9 148 1002.5   8.3   3.9   0.5   MM +3.9    MM
2016 02 29 23 50 250  5.0  7.0   1.4     7   5.7 142 1001.5   6.5   4.0   3.9   MM +3.6    MM
2016 02 29 22 50 220  6.0  7.0   1.5     8   5.7 150  999.8   6.0   4.0   4.3   MM +2.0    MM
2016 02 29 21 50 220  6.0  7.0   1.5     8   5.7 147  998.6   6.7   4.0   4.3   MM +1.6    MM
2016 02 29 20 50 220  6.0  7.0   1.6     7   5.8 147  997.9   7.0   4.0   4.3   MM +1.6    MM
2016 02 29 19 50 230  6.0  7.0   1.6     7   5.5 141  997.8   8.3   4.1   3.7   MM +1.0    MM
2016 02 29 18 50 220  7.0  8.0   1.7     8   5.5 149  997.0   6.8   4.2   3.8   MM -0.0    MM
2016 02 29 17 50 210  9.0 10.0   1.9     7   5.3 160  996.3   6.8   4.1   3.8   MM -1.4    MM
2016 02 29 16 50 210  8.0 10.0   1.8     6   5.2 170  996.8   6.7   4.1   3.6   MM -1.5    MM
2016 02 29 15 50 200 10.0 11.0   1.9     7   5.3 162  996.8   6.4   4.0   3.5   MM -2.1    MM
2016 02 29 14 50 210  9.0 11.0   1.8     7   5.2 156  997.7   6.0   3.9   3.4   MM -1.7    MM
2016 02 29 13 50 210 10.0 12.0   1.6     7   4.9 154  998.3   5.9   3.9   3.4   MM -2.0    MM
2016 02 29 12 50 210 10.0 11.0   1.4     7   5.1 157  998.9   5.7   3.7   3.2   MM -2.1    MM
2016 02 29 11 50 200  7.0  8.0   1.3     7   5.1 161  999.4   5.1   3.5   3.1   MM -2.3    MM
2016 02 29 10 50 210  5.0  6.0   1.3     7   5.2 162 1000.3   4.8   3.5   3.2   MM -1.9    MM
2016 02 29 09 50 250  1.0  1.0   1.3     7   5.2 147 1001.0   4.2   3.4   2.7   MM -2.3    MM
2016 02 29 08 50 280  1.0  2.0   1.5     7   5.3 140 1001.7   4.3   3.4   2.6   MM -2.8    MM
2016 02 29 07 50 220  2.0  3.0   1.5     7   5.4 148 1002.2   4.5   3.5   2.8   MM -2.9    MM
2016 02 29 06 50 220  4.0  5.0   1.3     6   5.0 146 1003.3   5.2   3.5   2.6   MM -2.3    MM
2016 02 29 05 50 280  2.0  2.0   1.3     6   4.9 152 1004.5   4.9   3.5   2.6   MM -1.9    MM
2016 02 29 04 50 240  3.0  4.0   1.4     6   5.1 158 1005.1   5.0   3.6   2.9   MM -1.4    MM
2016 02 29 03 50 210  5.0  5.0   1.2     5   4.6 165 1005.6   5.6   3.7   2.4   MM -0.9    MM
2016 02 29 02 50 210  8.0  9.0   1.3     6   4.6 155 1006.4   6.7   3.7   1.8   MM -0.5    MM
2016 02 29 01 50 220  6.0  7.0   0.8     5   4.9 172 1006.5   5.7   3.8   2.9   MM -0.5    MM
2016 02 29 00 50 190  4.0  4.0   0.8     6   4.8 157 1006.5   5.4   3.9   3.2   MM -0.6    MM
2016 02 28 23 50 130  5.0  5.0   0.9     5   4.7 179 1006.9   5.1   4.0   3.9   MM -0.5    MM
2016 02 28 22 50 150  4.0  5.0   1.0     6   4.7 170 1007.0   5.3   4.2   3.4   MM -0.5    MM
2016 02 28 21 50 170  6.0  6.0   0.9     5   4.4 184 1007.1   5.3   4.2   2.7   MM -0.4    MM
2016 02 28 20 50 190  6.0  7.0   1.0     6   4.5 168 1007.4   5.8   4.3   1.6   MM -0.6    MM
2016 02 28 19 50 210  7.0  8.0   1.0     6   4.3 167 1007.5   5.5   4.2   1.5   MM -1.1    MM
2016 02 28 18 50 200  7.0  8.0   1.1     6   4.7 163 1007.5   5.1   4.2   1.6   MM -1.8    MM
2016 02 28 17 50 190  5.0  6.0   1.0     5   4.7 181 1008.0   4.8   4.2   1.4   MM -1.7    MM
2016 02 28 16 50 220  8.0  9.0   1.0     6   4.7 167 1008.6   4.7   4.2  -0.1   MM -1.0    MM
2016 02 28 15 50 230  8.0  9.0   1.1     5   4.6 184 1009.3   4.4   4.3  -0.8   MM +0.0    MM
2016 02 28 14 50 230  8.0 10.0   1.2     6   4.5 177 1009.7   3.9   4.3  -1.3   MM +1.2    MM
2016 02 28 13 50 240 10.0 11.0   1.2     6   4.5 181 1009.6   3.6   4.4  -2.4   MM +1.7    MM
2016 02 28 12 50 240 10.0 12.0   1.2     6   4.6 179 1009.4   3.4   4.3  -2.6   MM +1.8    MM
2016 02 28 11 50 240 11.0 13.0   1.4     7   4.6 173 1008.5   3.3   4.2  -3.2   MM +1.6    MM
2016 02 28 10 50 230 11.0 13.0   1.5     6   5.0 177 1007.9   3.3   4.0  -3.2   MM +1.2    MM
2016 02 28 09 50 240 10.0 11.0   1.3     7   5.0 180 1007.6   3.1   4.0  -3.8   MM +0.6    MM
2016 02 28 08 50 240 10.0 11.0   1.5     7   5.0 181 1006.9   2.7   4.0  -4.7   MM +0.0    MM
2016 02 28 07 50 240 10.0 12.0   1.5     7   4.9 165 1006.7   2.6   4.0  -5.1   MM -1.0    MM
2016 02 28 06 50 230 11.0 13.0   1.5     7   4.7 180 1007.0   2.6   3.9  -4.8   MM -0.9    MM
2016 02 28 05 50 230 12.0 14.0   1.6     6   4.8 172 1007.1   2.6   3.8  -5.3   MM -1.3    MM
2016 02 28 04 50 230 11.0 13.0   1.7     6   4.9 191 1007.7   2.6   3.7  -5.3   MM -1.1    MM
2016 02 28 03 50 230 11.0 13.0   1.6     6   4.6 200 1007.9   2.6   3.7  -5.6   MM -1.6    MM
2016 02 28 02 50 220 12.0 14.0   1.6     5   4.6 203 1008.4   2.7   3.7  -5.9   MM -1.4    MM
2016 02 28 01 50 230 13.0 14.0   1.7     6   4.8 192 1008.8   2.7   3.6  -6.1   MM -1.4    MM
2016 02 28 00 50 220 12.0 14.0   1.4     5   4.5 209 1009.5   3.0   3.6  -5.9   MM -1.3    MM
2016 02 27 23 50 210 12.0 14.0   1.4     5   4.4 196 1009.8   2.4   3.6  -4.7   MM -2.0    MM
2016 02 27 22 50 200 11.0 13.0   1.1     5   4.2 188 1010.2   1.2   3.6  -5.2   MM -2.7    MM
2016 02 27 21 50 200 10.0 12.0   0.9     4   3.9 194 1010.8   0.7   3.6  -7.3   MM -2.7    MM
2016 02 27 20 50 200 10.0 12.0   0.8    10   3.9 146 1011.8  -0.8   3.6  -7.6   MM -3.2    MM
2016 02 27 19 50 200  9.0 10.0   0.7    11   3.7  99 1012.9  -1.8   3.6  -9.0   MM -3.8    MM
2016 02 27 18 50 200  8.0 10.0   0.6    11   3.9 138 1013.5  -2.6   3.6  -8.6   MM -4.1    MM
2016 02 27 17 50 190  7.0  9.0   0.5    11   5.4 117 1015.0  -3.4   3.6  -9.2   MM -3.2    MM
2016 02 27 16 50 200  5.0  6.0   0.6    11   8.6 126 1016.7  -4.1   3.6 -10.8   MM -1.7    MM
2016 02 27 15 50 220  3.0  4.0   0.6    11   8.3 109 1017.6  -4.9   3.5 -12.1   MM -0.7    MM
2016 02 27 14 50 260  2.0  3.0   0.6    11   8.7  95 1018.2  -5.5   3.3 -12.7   MM +0.6    MM
2016 02 27 13 50 250  2.0  4.0   0.7    12   8.7  96 1018.4  -5.8   3.3 -13.1   MM +1.0    MM
2016 02 27 12 50 290  3.0  4.0   0.6    11   7.7 120 1018.3  -6.2   3.3 -14.1   MM +1.7    MM
2016 02 27 11 50 310  2.0  4.0   0.8    11   7.6  97 1017.6  -6.7   3.3 -13.4   MM +1.7    MM
2016 02 27 10 50 300  2.0  3.0   0.6    10   6.6 115 1017.4  -7.0   3.3 -15.4   MM +1.9    MM
2016 02 27 09 50 310  4.0  5.0   0.6    11   5.1 115 1016.6  -7.0   3.4 -14.8   MM +1.6    MM
2016 02 27 08 50 300  3.0  5.0   0.6    10   5.5 122 1015.9  -6.9   3.4 -14.4   MM +1.4    MM
2016 02 27 07 50 310  4.0  6.0   0.7    11   5.3 120 1015.5  -6.7   3.4 -14.7   MM +1.8    MM
2016 02 27 06 50 310  5.0  6.0   0.7    12   5.4 146 1015.0  -6.4   3.4 -15.0   MM +2.1    MM
2016 02 27 05 50 300  5.0  7.0   0.7    11   5.2 108 1014.5  -6.4   3.4 -15.5   MM +2.0    MM
2016 02 27 04 50 310  5.0  7.0   0.7    12   5.2  91 1013.7  -5.9   3.4 -14.9   MM +2.0    MM
2016 02 27 03 50 320  7.0  8.0   0.8    12   5.7 118 1012.9  -5.4   3.4 -15.4   MM +2.5    MM
2016 02 27 02 50 310  6.0  8.0   0.9    11   5.3 122 1012.5  -4.7   3.4 -15.6   MM +3.6    MM
2016 02 27 01 50 300  7.0  9.0   0.9    11   5.5 132 1011.7  -4.1   3.5 -14.6   MM +4.7    MM
2016 02 27 00 50 310  9.0 11.0   1.1    11   5.5 121 1010.4  -3.4   3.5 -13.8   MM +5.3    MM
2016 02 26 23 50 300 12.0 15.0   1.2    10   5.3 123 1008.9  -2.2   3.6 -14.0   MM +5.3    MM
2016 02 26 22 50 290  9.0 12.0   1.3    12   5.4  95 1007.0  -0.8   3.6 -12.2   MM +4.8    MM
2016 02 26 21 50 310  9.0 12.0   1.5    11   5.8 104 1005.1   0.1   3.7 -10.1   MM +3.8    MM
2016 02 26 20 50 300  9.0 12.0   1.4    11   6.1 120 1003.6   1.0   3.8  -9.6   MM +3.2    MM
2016 02 26 19 50 290 10.0 12.0   1.3    11   5.3 121 1002.2   1.1   3.9  -9.8   MM +2.1    MM
2016 02 26 18 50 290  9.0 12.0   1.4    12   5.3 111 1001.3   1.1   3.9  -8.9   MM +1.4    MM
2016 02 26 17 50 270 10.0 12.0   1.5    11   5.9 109 1000.4   0.6   3.8  -8.5   MM +0.9    MM
2016 02 26 16 50 260 10.0 13.0   1.6    12   6.4 134 1000.1   0.3   3.8  -8.1   MM +1.3    MM
2016 02 26 15 50 260 10.0 13.0   1.6    12   6.1 132  999.9   0.2   3.7  -8.0   MM +2.1    MM
2016 02 26 14 50 270 10.0 12.0   1.7    11   6.1 149  999.5  -0.1   3.8  -8.0   MM +3.2    MM
2016 02 26 13 50 270 10.0 12.0   1.9    12   6.6 134  998.8   0.0   3.8  -7.5   MM +4.0    MM
2016 02 26 12 50 280 11.0 13.0   2.0    10   6.8 146  997.8   0.0   3.7  -7.5   MM +4.3    MM
2016 02 26 11 50 270 11.0 13.0   2.1    10   7.0 140  996.3   0.5   3.7  -7.2   MM +4.2    MM
2016 02 26 10 50 270 11.0 14.0   2.4    11   7.2 141  994.8   1.2   4.0  -5.6   MM +3.7    MM
2016 02 26 09 50 270 12.0 14.0   2.3    10   6.8 122  993.5   2.1   3.9  -4.7   MM +3.2    MM
2016 02 26 08 50 260 13.0 16.0   2.4    10   6.8 138  992.1   2.6   3.9  -5.0   MM +2.8    MM
2016 02 26 07 50 260 12.0 15.0   2.5    10   6.6 140  991.1   3.3   3.7  -3.0   MM +2.7    MM
2016 02 26 06 50 260 10.0 12.0   2.4    10   6.5 127  990.3   4.1   3.7  -1.0   MM +2.3    MM
2016 02 26 05 50 240  9.0 11.0   2.3     9   6.7 135  989.3   4.7   3.6   2.0   MM +2.1    MM
2016 02 26 04 50 230  8.0 10.0   2.4     8   6.5 134  988.4   4.8   3.6   3.1   MM +2.3    MM
2016 02 26 03 50 230  8.0 10.0   2.6    11   6.9 101  988.0   5.3   3.6   2.9   MM +3.3    MM
2016 02 26 02 50 250  9.0 12.0   2.8    10   7.1 118  987.2   5.8   3.6   2.7   MM +3.6    MM
2016 02 26 01 50 250 10.0 12.0   2.6     9   6.4 114  986.1   6.1   3.7   3.3   MM +3.2    MM
2016 02 26 00 50 250  9.0 11.0   3.2    10   6.9 121  984.7   6.8   3.8   4.1   MM +2.3    MM
2016 02 25 23 50 220 10.0 11.0   3.1     9   6.7 133  983.6   6.4   3.8   4.9   MM +1.6    MM
2016 02 25 22 50 200 12.0 14.0   2.8     8   6.3 136  982.9   6.9   3.8   4.7   MM +0.8    MM
2016 02 25 21 50 200 12.0 15.0   2.7     8   6.1 151  982.4   7.1   3.9   4.7   MM -0.8    MM
2016 02 25 20 50 190 12.0 14.0   2.8     8   6.3 143  982.0   7.3   3.9   4.9   MM -2.7    MM
2016 02 25 19 50 180 11.0 12.0   2.7     9   6.4 144  982.1   7.6   3.9   4.8   MM -3.9    MM
2016 02 25 18 50 180 11.0 13.0   2.6     8   6.3 149  983.2   8.0   4.0   7.6   MM -4.7    MM
2016 02 25 17 50 190  9.0 10.0   2.5     8   6.4 139  984.7   7.1   3.9   7.1   MM -4.3    MM
2016 02 25 16 50 190  9.0 11.0   2.5     8   6.2 151  986.0   7.3   3.9   7.3   MM -3.9    MM
2016 02 25 15 50 180  9.0 11.0   2.8     8   6.3 144  987.9   7.6   3.9   7.6   MM -3.2    MM
2016 02 25 14 50 190 11.0 13.0   2.8     8   6.5 147  989.0   8.5   3.9   8.4   MM -2.6    MM
2016 02 25 13 50 180  9.0 11.0   3.0     9   6.4 126  989.9   8.5   3.9   8.5   MM -2.4    MM
2016 02 25 12 50 180  9.0 11.0   2.6     9   6.2 121  991.1   8.5   3.8   8.5   MM -3.1    MM
